"FileName","RelationType","Entity1Mention","Entity1Type","Entity2Mention","Entity2Type","Context"
"butterfly-corporate-spies-out-for-financial-gain","hasattacklocation","Butterfly","PERSON","South Korea","GPE","Butterfly since 2012 are shown in Figure 2 . The other regions affected by Butterflyâ€ ™ s attacks are : â€¢ Brazil â€¢ China â€¢ Hong Kong â€¢ India â€¢ Israel â€¢ Japan â€¢ Kazakhstan â€¢ Malaysia â€¢ Morocco â€¢ Nigeria â€¢ Taiwan â€¢ Thailand â€¢ South Korea â€¢ United Arab Emirates Figure 1 . "
"Operation-Blockbuster-Report","hasattacklocation","SPE","ORG","U.S.","GPE","The SPE attack broke new ground not only as a destructive malware attack on a U.S. commercial entity but also due to the fact that the U.S. government attributed the attack to North Korea and enacted small reciprocal measures.1 While the debate over who was responsible â€ “ North Korea , hacktivists , or SPE employees â€ “ was the primary subject played out in the media , the attack presented much larger implications , such as how little resistance a modern commercial enterprise is able to provide in the face of a capable and determined adversary with destructive intent . "
"butterfly-corporate-spies-out-for-financial-gain","hasattacklocation","Butterfly","PERSON","Nigeria","GPE","Butterfly since 2012 are shown in Figure 2 . The other regions affected by Butterflyâ€ ™ s attacks are : â€¢ Brazil â€¢ China â€¢ Hong Kong â€¢ India â€¢ Israel â€¢ Japan â€¢ Kazakhstan â€¢ Malaysia â€¢ Morocco â€¢ Nigeria â€¢ Taiwan â€¢ Thailand â€¢ South Korea â€¢ United Arab Emirates Figure 1 . "
"casper-malware-babar-bunny-another-espionage-cartoon","hasproduct","Adobe","ORG","Flash","PRODUCT","Adobe Flash , and these exploits were "
"FSOFACY","hasproduct","Microsoft","ORG","Windows","PRODUCT","First discovered circa 2007 using security vulnerabilities in Microsoft Windows , Sofacy has gone on to develop and launch truly enormous attacks exploiting numerous applications including Adobeâ€ ™ s Acrobat , Microsoft Excel , and others . "
"dukes_whitepaper","hasproduct","HammerDuke","ORG","Linux","PRODUCT","One plausible reason for developing such a flexible malware might be that the group were increasingly encountering victim environments where users were using Linux as their desktop operating system . Meanwhile , HammerDuke is a Windows - only malware ( written in .NET ) and comes in two variants . "
"PaloAlto_t9000-advanced-modular-backdoor-uses-complex-anti-analysis-techniques.2016.02.04","hasproduct","Tencent","ORG","Windows  XP","PRODUCT","Microsoft Windows 8 / Windows Server 2012 R2 Not running Kingsoft , Tencent , or DoctorWeb security products Microsoft Windows XP or lower No security products installed , or running any of the following : Sophos GData TrendMicro AhnLab Kaspersky "
"ecrypting-strings-in-emdivi","hasattacklocation","Emdivi","ORG","Japan","GPE","Furthermore , it is possible that new versions of Emdivi with other encryption methods may emerge in the future . We welcome any pull requests on GitHub . Thanks for reading . -You Nakatsuru Reference New activity of The Blue TermiteAPT -Securelist https://securelist.com/blog/research/71876/new-activity-of-the-blue-termiteapt/ Posted on Nov 19 , 2015 in # JPCERT news , # Threats , # Trends in Japan | "
"moonlight-middle-east-targeted-attacks","hasattacklocation","Vectra","ORG","China","GPE","Vectra believe the victims from the United States and China are outliers . "
"dukes_whitepaper","hasproduct","Ormandy","ORG","Windows","PRODUCT","Specifically , on the 19th of January 2010 security researcher Tavis Ormandy disclosed a local privilege escalation vulnerability ( CVE-2010 - 0232 ) affecting Microsoft Windows . As part of the disclosure , Ormandy also included the source code for a proof - ofconcept exploit for the vulnerability [ 4 ] . "
"china.based.threat","hasattacklocation","Poison  Ivy","ORG","China","GPE","They have largely targeted organizations involved in financial , economic and trade policy , typically using publicly available RATs such as Poison Ivy , as well some non - public backdoors.[5 ] The group started targeting Hong Kong media companies , probably in response to political and economic challenges in Hong Kong and China . "
"report_jaku_analysis_of_botnet_campaign_en_0","hasproduct","Microsoft","ORG","Windows","PRODUCT","When an Original Equipment Manufacturer ( OEM ) installs Microsoft Windows onto a new computer , they use what is known as an OEM product ID ( PID ) . "
"moonlight-middle-east-targeted-attacks","indicates","Moonlight","WORK_OF_ART","one","CARDINAL","We refer to this group of attackers as Moonlight , after the name the attackers chose for one of their command - and - control domains . "
"bookworm-trojan-a-model-of-modular-architecture","hasattacklocation","Bookworm  Trojan","ORG","Thailand","GPE","This blog will provide an analysis of the Bookworm Trojan and known indicators of compromise . Alater blog will explore the associated attack campaigns and attributions surrounding Bookworm . So far , it appears threat actors have deployed the Bookworm Trojan primarily in attacks on targets in Thailand . "
"report_jaku_analysis_of_botnet_campaign_en_0","hasproduct","UDT","ORG","C2","PRODUCT","The command set supported by the secondary and UDT C2 modules is the same as in Kasperskyâ€ ™ s analysis of the KCNA malware . "
"moonlight-middle-east-targeted-attacks","hasattacklocation","VirusTotal","ORG","China","GPE","Vectra believe the victims from the United States and China are outliers . These infected machines were primarily from university networks and were likely either security researchers sandboxing malware or overseas students targeted for links to their homeland . Indirect targeting data from to the online virus scanning site VirusTotal , and traffic statistics from the URL linking services theï¿½ attackers use indicate many of these attacks are targeted towards either small groups or individual targets : Figure 2 : "
"Operation-Blockbuster-Report","hasattacktime","SPE","ORG","at least 7 years","DATE","This toolset includes malware directly related to previously reported attacks , suggesting that these malicious tools have been actively developed and used over a span of at least 7 years , and that the attackers responsible for the SPE attack have a much larger collection of related malware outside of the set of reported SPE destructive malware . "
"Equation_group_questions_and_answers","hasproduct","EQUATIONLASER","ORG","Trojan","PRODUCT","Another example is a Trojanized Oracle installation CD that contains an EQUATIONLASER Trojan dropper alongside the Oracle installer . "
"Operation-DustySky2_-6.2016_TLP_White","hasattacklocation","Gmail","ORG","Egypt","GPE","About 60 % of targeted the email addresses where Gmail , Hotmail and Yahoo accounts . The rest of the email accounts were in organizations - both private and governmental . We searched for information about the targets in order to learn the interests of the attackers . Below are examples of targeted individuals and organizations : ï ‚ · Several diplomats and employees of the ministry of foreign affairs in Egypt ( 20 emails addresses at mfa.gov.eg , investment.gov.eg and other offices ) . "
"Operation-Blockbuster-Report","hasattacklocation","SPE","ORG","North  Korea","GPE","However , others stated that the evidence for North Korean involvement is circumstantial.13 For instance , while the infrastructure used in the SPE attack overlaps with infrastructure attributed to malicious cyber activity linked to North Korea , previously malicious IP addresses are not necessarily still used by the same attackers . In fact , the publicly reported C2ï€Ž addresses were almost all public proxies used by a variety of malware operators in the past . Other reporting claimed that the SPE attack was the work of insiders rather than a nation - state,14 and that the ability to thoroughly infiltrate the SPE network and steal sensitive data required insider knowledge . "
"butterfly-corporate-spies-out-for-financial-gain","hasattacklocation","Butterfly","PERSON","Kazakhstan","GPE","Butterfly since 2012 are shown in Figure 2 . The other regions affected by Butterflyâ€ ™ s attacks are : â€¢ Brazil â€¢ China â€¢ Hong Kong â€¢ India â€¢ Israel â€¢ Japan â€¢ Kazakhstan â€¢ Malaysia â€¢ Morocco â€¢ Nigeria â€¢ Taiwan â€¢ Thailand â€¢ South Korea â€¢ United Arab Emirates Figure 1 . "
"Carbanak_APT_eng","hasattacklocation","$10 million","MONEY","China","GPE","For example , one victim lost approximately $ 7.3 million ( USD ) due to ATM fraud ; another suffered a $ 10 million ( USD ) loss due to the exploitation of its online banking platform . Stolen funds were transferred out of the affected countries to bank accounts in the US and China . "
"dukes_whitepaper","hasattacktime","CozyDuke","PERSON","July 2014","DATE","The group did change the contents of the spear - phishing emails they sent , but they didnâ€ ™ t switch to a new email format ; instead , they reverted to the same efax - themed format that they had previously employed , even to the point of reusing the exact same decoy document that they had used in the CozyDuke campaign a year earlier ( July 2014 ) . "
"Equation_group_questions_and_answers","hasproduct","Trojanized","ORG","Oracle","PRODUCT","Another example is a Trojanized Oracle installation CD that contains an EQUATIONLASER Trojan dropper alongside the Oracle installer . "
"Operation Daybreak","hasproduct","Adobe","ORG","Flash  Player","PRODUCT","Adobe Flash Player exploit . "
"NetTraveler Spear-Phishing Email Targets Diplomat of Uzbekistan - Palo Alto Networks BlogPalo Alto Networks Blog","hasattacklocation","AutoFocus","ORG","China","GPE","Robert Falcone on January 21 , 2016 8:45 AM filed in : Malware , Threat Prevention , Unit 42 tagged : AutoFocus , NetTraveler , spearphishing , Trojan , Ufa , Ufe , Uzbekistan , WildFire Unit 42 recently identified a targeted attack against an individual working for the Foreign Ministry of Uzbekistan in China . A spearphishing email was sent to a diplomat of the Embassy of Uzbekistan who is likely based in Beijing , China . "
"Operation Daybreak","hasattacklocation","SWF","ORG","China","GPE","Adobe Flash Player is located in second SWF delivered to the victim . At the end of the exploitation chain , the server sends a legitimate PDF file to user â€ “ â€china.pdfâ€. The â€china.pdfâ€ file shown to the victims in the last stage of the attack seems to be written in Korean : Decoy document shown to victims The document text talks about disagreements between China and "
"moonlight-middle-east-targeted-attacks","targets","Moonlight","ORG","The  24  Kb","PRODUCT","Moonlight [ 4 ] http://www.symantec.com/connect/blogs/simple-njrat-fuels-nascent-middle-east-cybercrime-scene and http://threatgeek.typepad.com/files/fta-1009---njrat-uncovered.pdfï¿½ The 24 Kb of code this decodes to is another .NET application "
"organized-cybercrime-big-in-japan-urlzone-now-on-the-scene","hasattacklocation","Rovnix","PERSON","Japan","GPE","This evolution happened within a matter of two weeks from the Rovnix case . Again , the same infection method was selected : email spam containing a poisoned attachment . The malware itself is considered sophisticated and complex , but the current target list and webinjection set appear basic and may have been developed or bought from a specialized black - hat vendor . Since the URLZone group is coming into Japan after other gangs have already set up shop in the country , it is very likely they would be able to rely on mule accounts and trusted rogue agents to work with locally . "
"NetTraveler Spear-Phishing Email Targets Diplomat of Uzbekistan - Palo Alto Networks BlogPalo Alto Networks Blog","hasattacklocation","AutoFocus","ORG","China","GPE","Robert Falcone on January 21 , 2016 8:45 AM filed in : Malware , Threat Prevention , Unit 42 tagged : AutoFocus , NetTraveler , spearphishing , Trojan , Ufa , Ufe , Uzbekistan , WildFire Unit 42 recently identified a targeted attack against an individual working for the Foreign Ministry of Uzbekistan in China . "
"dukes_whitepaper","hasproduct","Microsoft","ORG","Windows","PRODUCT","While computers using Microsoft Windows automatically adjust for DST , changes in timezone definitions require that an update to Windows be installed . "
"Operation-Blockbuster-Report","hasattacklocation","SPE","ORG","North Korea","GPE","It is worth noting that the two nation- states publicly blamed for the Saudi Aramco and SPE attacks ( Iran and North Korea , respectively ) have had a technology sharing treaty since 2012 , with a specific focus on cyber.20 While some critics of the SPE attribution do ask important questions , such as whether the use of public proxies or open- source code libraries is sufficient evidence for attribution , many who have written off any possible nation - state involvement due to GOPâ€ ™ s public actions have not fully considered the possible motives of a stateâ€ ™ s interest in attacking SPE . "
"butterfly-corporate-spies-out-for-financial-gain","hasattacklocation","Butterfly","PERSON","Malaysia","GPE","Butterfly since 2012 are shown in Figure 2 . The other regions affected by Butterflyâ€ ™ s attacks are : â€¢ Brazil â€¢ China â€¢ Hong Kong â€¢ India â€¢ Israel â€¢ Japan â€¢ Kazakhstan â€¢ Malaysia â€¢ Morocco â€¢ Nigeria â€¢ Taiwan â€¢ Thailand â€¢ South Korea â€¢ United Arab Emirates Figure 1 . "
"Operation-Blockbuster-Loaders-Installers-and-Uninstallers-Report","hasproduct","RomeoHotel","ORG","DLL","PRODUCT","But by manually loading the DLL into memory and then activating the DLL , Windows does not have such a lock , allowing the RomeoHotel DLL to be deleted and leaving little trace of the actual , malicious binary running on the victimâ€ ™ s system . "
"nettraveler-spear-phishing-email-targets-diplomat-of-uzbekistan","hasproduct","NetTraveler","ORG","Trojan","PRODUCT","The first execution of this NetTraveler Trojan starts off with an installation process . "
"Operation Daybreak","hasproduct","Microsoft","ORG","Windows","PRODUCT","This is an undocumented behavior in Microsoft Windows . "
"Operation-Blockbuster-Loaders-Installers-and-Uninstallers-Report","hasproduct","IndiaKilo  IndiaKilo","ORG","Configuration File Structure of IndiaIndia","PRODUCT","Port 6 2 bytes not used Table 12 - 1 : Configuration File Structure of IndiaIndia and IndiaKilo IndiaKilo uses the same C2 selection and connection procedure and protocol as IndiaIndia for Task # 4 . "
"Operation Daybreak","hasproduct","ScarCruft","ORG","Internet  Explorer","PRODUCT","Adobe Flash and one for Microsoft Internet Explorer . Operation Daybreak appears to have been launched by ScarCruft in March 2016 and employs a previously unknown ( 0 - day ) "
"nettraveler-apt-targets-russian-european-interests","hasproduct","Microsoft","ORG","Word","PRODUCT","File names of executables inside RAR archives and their English translations In some cases , instead of sending URLs in the spear - phishing emails , the attackers sent Microsoft Word attachments utilizing "
"dukes_whitepaper","hasattacklocation","Dukes","PERSON","Netherlands","GPE","The Dukes and Ukraine In 2013 , many of the decoy documents employed by the Dukes in their campaigns were related to Ukraine ; examples include a letter undersigned by the First Deputy Minister for Foreign Affairs of Ukraine , a letter from the embassy of the Netherlands in Ukraine to the Ukrainian Ministry of Foreign affairs and a document titled â€Ukraineâ€ ™ s Search for a Regional Foreign Policyâ€. [ 9 ] These decoy documents however were written before the start of the November 2013 Euromaidan protests in Ukraine and the subsequent upheaval . "
"Operation-Blockbuster-Loaders-Installers-and-Uninstallers-Report","hasproduct","the Windows Services Manager","ORG","API","PRODUCT","The purpose of Task # 1 appears to be determining if UniformJuliett has sufficient administrative privileges to interact with the Windows Services Manager through the Windows API . "
"Equation_group_questions_and_answers","hasattacklocation","Microsoftâ","ORG","China","GPE","All the malware we have collected so far is designed to work on Microsoftâ€ ™ s Windows operating system . However , there are signs that non - Windows malware does exist . For instance , one of the sinkholed C&C domains is currently receiving connections from a large pool of victims in China that appear to be Mac OS X computers ( based on the user - agent ) . "
"Carbanak_APT_eng","hasproduct","Microsoft","ORG","Word 97","PRODUCT","An analysis of the campaign has revealed that the initial infections were achieved using spear phishing emails that appeared to be legitimate banking communications , with Microsoft Word 97 â€ “ 2003 ( .doc ) and Control Panel Applet ( .CPL ) files attached . "
"Operation-Blockbuster-Tools-Report","hasproduct","Windows","ORG","GUI","PRODUCT","The invisible window that KiloAlfa registers with the Windows GUI specifies its class name as â€Windows IME Updateâ€ and provides a very simple window procedure function . "
"dukes_whitepaper","hasattacktime","CozyDuke","PERSON","the summer of 2014","DATE","The group did change the contents of the spear - phishing emails they sent , but they didnâ€ ™ t switch to a new email format ; instead , they reverted to the same efax - themed format that they had previously employed , even to the point of reusing the exact same decoy document that they had used in the CozyDuke campaign a year earlier ( July 2014 ) . This once more highlights two crucial behavioral elements of the Dukes group . Firstly , as with the MiniDuke campaigns of February 2013 and CosmicDuke campaigns in the summer of 2014 , again the group clearly prioritized the continuation of their operations over maintaining stealth . "
"Operation-Blockbuster-RAT-and-Staging-Report","hasproduct","ServiceMain","ORG","Windows","PRODUCT","ServiceMain , upon establishing the necessary Windows service callback and setting the appropriate state for the service , spawns a new thread for the RomeoBravo functionality . "
"organized-cybercrime-big-in-japan-urlzone-now-on-the-scene","hasattacklocation","URLZone","ORG","Poland","GPE","The situation changed in August 2015 , when IBM X - Force researchers discovered a new version upgrade for URLZone . Changes to the malware updated its evasion techniques to avoid research tools . The Trojan was also fitted with a new configuration file designedï¿½ to target banking customers in the U.K. , Italy , Poland and Croatia . "
"butterfly-corporate-spies-out-for-financial-gain","hasattacklocation","Butterfly","PERSON","Taiwan","GPE","Butterfly since 2012 are shown in Figure 2 . The other regions affected by Butterflyâ€ ™ s attacks are : â€¢ Brazil â€¢ China â€¢ Hong Kong â€¢ India â€¢ Israel â€¢ Japan â€¢ Kazakhstan â€¢ Malaysia â€¢ Morocco â€¢ Nigeria â€¢ Taiwan â€¢ Thailand â€¢ South Korea â€¢ United Arab Emirates Figure 1 . "
"dukes_whitepaper","hasattacklocation","OnionDuke","ORG","India","GPE","The counter to that argument however is that the value of stolen credentials from users in the countries with the highest percentage of OnionDuke bots ( Mongolia and India ) are among the lowest on underground markets . "
"butterfly-corporate-spies-out-for-financial-gain","hasattacktime","Butterfly","PERSON","2012","DATE","Butterfly since 2012 are shown in Figure 2 . "
"Platinum feature article - Targeted attacks in South and Southeast Asia April 2016","hasproduct","JPIN","ORG","Windows XP","PRODUCT","This variant also has its own installer and uninstaller component , which deletes itself when it encounters a version of Windows earlier than Windows XP , or finds any of the processes listed in Figure 15 running . JPIN can target mobile suite appli- cations and extract data from them . "
"Operation Daybreak","hasattacklocation","APT  Group","ORG","Kuwait","GPE","We believe the attacks are launched by an APT Group we track under the codename â€ScarCruftâ€. ScarCruft is a relatively new APT group ; victims have been observed in Russia , Nepal , South Korea , China , India , Kuwait and Romania . "
"nettraveler-apt-targets-russian-european-interests","hasattacklocation","RIA","ORG","Turkey","GPE","The decoy in this sample was based on an RIA ( a Russian language news agency ) news article that appeared on the same day describing how the editor for the Turkish branch of a major Russian news source , Sputnik , was not allowed to enter Turkey during the height of the Russia - Turkey "
"nettraveler-apt-targets-russian-european-interests","hasattacklocation","NetTraveler","ORG","Russia","GPE","The actor utilizes spear phishing campaigns to deliver NetTraveler , also known as TravNet . First observed as early as 2004 , NetTraveler is a Trojan used widely in targeted attacks . We believe that this attacker operates out of China . In addition to Russia , targeted regions include neighboring countries such as Mongolia , Belarus , and other European countries . "
"Operation-Blockbuster-Report","hasattacklocation","Lazarus Group","ORG","China","GPE","Based on three months of telemetry gathered from initial signatures created and shared with industry partners , however , possible infections were found in a much wider geographic area , including concentrations of detected Lazarus Group malware found in other Asian countries like Taiwan , China , Japan , and India . "
"nettraveler-apt-targets-russian-european-interests","hasattacklocation","NetTraveler","ORG","Mongolia","GPE","The actor utilizes spear phishing campaigns to deliver NetTraveler , also known as TravNet . First observed as early as 2004 , NetTraveler is a Trojan used widely in targeted attacks . We believe that this attacker operates out of China . In addition to Russia , targeted regions include neighboring countries such as Mongolia , Belarus , and other European countries . "
"Operation-Blockbuster-Report","hasattacklocation","C2","ORG","India","GPE","Other C2 locations include Taiwan , Indonesia , India , and China . "
"Operation-Blockbuster-RAT-and-Staging-Report","hasproduct","RomeoHotel","ORG","R-C1","PRODUCT","RomeoHotel is a client - mode RAT that utilizes R - C1 ( Section 2 ) for its core command processing code . RomeoHotel is notable for having both 32 - bit and 64 - bit samples , though there are functionally no differences between the variants other than their supported architectures . "
"Operation-Blockbuster-Loaders-Installers-and-Uninstallers-Report","hasproduct","ExtractDll","ORG","WriteConfig","PRODUCT","IBPA performs ExtractDll prior to WriteConfig . The WriteConfig function will record the listening port as a 32 - bit value within the file stored at % "
"moonlight-middle-east-targeted-attacks","hasattacklocation","Moonlightâ","ORG","China","GPE","Middle Eastern victims : Figure 1 : Moonlightâ€ ™ s victims of attacks Most of these victims are connecting from home networks , and are therefore unidentifiable , though one notable victim is aï¿½ Palestinian news organization . Vectra believe the victims from the United States and China are outliers . "
"FSOFACY","hasproduct","Microsoft","ORG","Excel","PRODUCT","First discovered circa 2007 using security vulnerabilities in Microsoft Windows , Sofacy has gone on to develop and launch truly enormous attacks exploiting numerous applications including Adobeâ€ ™ s Acrobat , Microsoft Excel , and others . "
"Damballa discovers new toolset linked to Destover","hasproduct","Microsoft","ORG","Windows","PRODUCT","setMFT comes with an English usage statement in case the attacker forgets the placement of arguments : What is afset ? afset , like setMFT is also used to timestomp files plus clean Microsoft Windows logs based on criteria ( i d , time ) from the user . "
"butterfly-corporate-spies-out-for-financial-gain","hasproduct","OSX.Pintsized","ORG","OpenSSH","PRODUCT","OSX.Pintsized is a modification of OpenSSH that runs on Mac OS X , and contains additional code to read two new arguments and an embedded RSA key . "
"Operation-Blockbuster-Loaders-Installers-and-Uninstallers-Report","hasattacklocation","IndiaKilo","ORG","India","GPE","The categorization of IndiaKilo as an installer ( an India ) and not a RAT ( a Romeo ) is somewhat problematic . "
"Operation-DustySky2_-6.2016_TLP_White","hasattacklocation","Molerats","ORG","The United States","GPE","It analyses new attacks by Molerats against targets in Israel , The United States , Egypt , Saudi Arabia , United Arab Emirates and The Palestinian Authority . "
"Operation-Blockbuster-Report","hasattacklocation","SPE","ORG","the United States","GPE","The malware analyzed in this Operation and attributed to the Lazarus Group has been used to target government , media , military , aerospace , financial , and critical infrastructure entities in a limited geographic area , primarily South Korea and the United States . 5 . Because of the depth and scope of malware tools , structure of the analyzed code bases , TTP overlap with similar attacks , and long trail of activities attributed to the Lazarus Group , Novetta does not believe that the SPE attack was carried out by insiders or hacktivists , but rather by a more structured , resourced , and motivated organization . "
"dukes_whitepaper","hasattacklocation","Dukes","PERSON","Netherlands","GPE","The Dukes and Ukraine In 2013 , many of the decoy documents employed by the Dukes in their campaigns were related to Ukraine ; examples include a letter undersigned by the First Deputy Minister for Foreign Affairs of Ukraine , a letter from the embassy of the Netherlands in Ukraine to the Ukrainian Ministry of Foreign affairs and a document titled â€Ukraineâ€ ™ s Search for a Regional Foreign Policyâ€. [ 9 ] These decoy documents however were written before the start of the November 2013 Euromaidan protests in Ukraine and the subsequent upheaval . "
"Carbanak_APT_eng","hasproduct","Mozilla","ORG","Firefox","PRODUCT","Then the malware gets the proxy configuration from the registry entry : [ HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings ] and the Mozilla Firefox configuration file in : % AppData%\Mozilla\Firefox\<ProfileName>\prefs.js "
"butterfly-corporate-spies-out-for-financial-gain","hasattacktime","Butterfly","ORG","the past  two years","DATE","Symantec has been working with victims to track these attackers over the past two years . We found that Butterfly compromised multiple pharmaceutical companies , technology firms , law practices , and oil and precious metal mining organizations during this period . "
"Operation-Blockbuster-Destructive-Malware-Report","hasproduct","WhiskeyAlfa-Two","ORG","Windows Terminal Services","PRODUCT","The process of installing HotelAlfa begins by WhiskeyAlfa - Two stopping the Windows Terminal Services service ( termservice ) . "
"Operation-Blockbuster-Destructive-Malware-Report","indicates","Alerter","PRODUCT","two","CARDINAL","Decrypt the name of two services ( Alerter and SENS ) as well as the data blob that WhiskeyDelta uses to replace the MBR of attached hard drives 2 . "
"Operation-Blockbuster-Report","hasattacktime","GOP","ORG","April 2011: July 4, 2009","DATE","In the scenario that the GOP were a real organization and responsible for the SPE attack , this would suggest that SPE was not the only operation by the hacktivist group . However , Novettaâ€ ™ s analysis and findings suggest that the SPE attack was one of several attacks attributable to the Lazarus Group , who may have posed as the pop up hacktivist collective to mislead or distract the public . The Lazarus Group Timeline March 7 , 2007 : 2009 â€ “ 2013 : April 2011 : July 4 , 2009 : March 2011 : 2012 : "
"Platinum feature article - Targeted attacks in South and Southeast Asia April 2016","hasproduct","PLATINUM","ORG","Win32","PRODUCT","Multiple Dipsind variants have been identified , all of which are believed to be used exclusively by PLATINUM . The first variant , Win32 / Dipsind . A!dha , is a lightweight application providing backdoor access to remote attackers . "
"Operation-Blockbuster-RAT-and-Staging-Report","indicates","SierraBravo-Twoâ","PRODUCT","seconds","TIME","Upon instantiation , the SierraBravo - Two class requires the maximum number of parallel attack threads allowed , the filename of the malware to spread , and the number of seconds to wait for a response from a targeted machine before aborting the attack . This information is used by the class as the basis for the configuration of the SierraBravo - Twoâ€ ™ s operation . "
