"FileName","RelationType","Entity1Mention","Entity1Type","Entity2Mention","Entity2Type","Context"
"AdversaryIntelligenceReport_DeepPanda_0","hasproduct","Microsoft","ORG","Windows","PRODUCT","It also is able to bypass User Account Control ( UAC ) to install itself by using the ‘ sysprep.exe ’ Microsoft Windows executable provided by the targeted system . "
"PlugX-in-Russia","hasproduct","RAR","ORG","SFX","PRODUCT","Decoy Content and Sandbox Evasion Interestingly , one of the RAR SFX droppers ( SHA : 71be8bb45dfe360ee6076ed34fde12a382fe9d7922bd11b179ca773be12fa54c ) launches a decoy Microsoft "
"sec14-paper-marczak","hasproduct","Mozilla","ORG","Firefox","PRODUCT","From a clean VM , we logged in using these credentials , saving the password in Mozilla Firefox . "
"sec14-paper-hardy","hasattacklocation","IXESHE","PERSON","Japan","GPE","IXESHE : An APT campaign . Tech . rep . , 2012 . [ 55 ] TREND MICRO . Luckycat Redux : Inside an APT campaign with multiple targets in India and Japan . "
"wp-prototype-nation","hasattacklocation","Deep Web Analyzer13","ORG","China","GPE","Aided by our Deep Web Analyzer13 , we were able to locate Toræ–‡äº¤æµè ® ºå , a website on The Onion Router ( TOR ) where the phpBB forum was hosted . Access to TOR is blocked in China so the network is hardly used . "
"Regin_The_Intercept","hasattacklocation","Regin","PERSON","China","GPE","Regin was mentioned at a recent Hack.lu conference in Luxembourg , and Symantec ’s report on Sunday said the The use of hacking techniques and malware in state - sponsored espionage has been publicly documented over the last few years : China has been linked to extensive cyber espionage , and recently the Russian government was also alleged to have been behind a cyber attack on the White House . "
"sec14-paper-blond","hasproduct","Microsoft","ORG","Windows","PRODUCT","In the case of EXE fles , we also examined them manually to determine whether their Microsoft Windows icons were similar to those used for other fle formats ( e.g. , JPEG ) in order to persuade average users that they were not executable . "
"Kaspersky_Lab_cybercrime_underground_report_eng_v1_0","hasattacktime","Trojan","ORG","2006","DATE","Attacks on usersâ€ ™ and companiesâ€ ™ e - wallets were initiated by the Trojan ibank in 2006 ; then came ZeuS ( 2007 ) and SpyEye ( 2009 ) followed by the groups Carberp ( 2010 ) and Carbanak ( 2013 ) . "
"Kaspersky_Lab_cybercrime_underground_report_eng_v1_0","hasattacktime","Trojan","ORG","2009","DATE","Attacks on usersâ€ ™ and companiesâ€ ™ e - wallets were initiated by the Trojan ibank in 2006 ; then came ZeuS ( 2007 ) and SpyEye ( 2009 ) followed by the groups Carberp ( 2010 ) and Carbanak ( 2013 ) . "
"GlobalThreatIntelReport","hasattacklocation","SeANux","ORG","Japan","GPE","DeADeye JACKAL even developed and released its own Linux - based operating system , called SeANux , at the end of October 2014 . DeADeye JACKAL continues its international censorship of online articles that it deems detrimental to Syria or to Syrian President Bashar Assad . On Thanksgiving , the group defaced just over 60 websites , including media websites.1 The websites were primarily from the United States and the United Kingdom but also included Japan , Canada , the Philippines , New Zealand , Mexico , and South Africa . "
"Operation_CloudyOmega_Ichitaro","hasproduct","Microsoft","ORG","Word","PRODUCT","The file in the attachment has a Microsoft Word icon but , as indicated within Windows Explorer , it is an executable file . "
"Operation Clandestine Wolf","hasproduct","Adobe","ORG","Flash Player","PRODUCT","Campaign June 23 , 2015 | by Erica Eng , Dan Caselden | Threat Intelligence î¤¢ In June , FireEyeâ€ ™ s FireEye as a Service team in Singapore uncovered a phishing campaign exploiting an Adobe Flash Player zerodayvulnerability ( CVE20153113 ) . "
"sec14-paper-hardy","hasproduct","DaVinci","ORG","RCS","PRODUCT","Similar .ndings can also be observed in attacks using DaVinci RCS developed by Italy - based company Hack­ing Team against activists and independent media groups from the United Arab Emirates and Morocco [ 36 ] . "
"Anunak_APT_against_financial_institutions","hasproduct","Microsoft","ORG","Windows","PRODUCT","To find interesting infections within this large set of compromised systems , the malware extracts relevant information from the systems including Microsoft Windows organization registration information and network/ Windows domain information . "
"cosmicduke_whitepaper","hasattacklocation","Cosmu","ORG","Turkey","GPE","Some of these are older than the oldest publicly documented MiniDuke samples , implying that the shared code might have been originally used by Cosmu , not MiniDuke . For convenience , we decided to name the samples showing this amalgamation of MiniDuke - derived loader and Cosmu - derived payload CosmicDuke . The filenames and content used in CosmicDuke ’s attack files to lure victims into opening them contain references to the countries of Ukraine , Poland , Turkey and Russia , either generally in use of language or included detail , or in allusions to events or institutions . "
"Mapping FinFisher’s Continuing Proliferation","hasproduct","Adobe","ORG","Reader","PRODUCT","Adobe Reader setup program , so a victim who executes the file may become suspicious when "
"In Pursuit of Optical Fibers and Troop Intel_ Targeted Attack Distributes PlugX in Russia _ Proofpoint","hasproduct","Microsoft","ORG","Word","PRODUCT","The Microsoft Word document attachments observed in this campaign utilized "
"sec14-paper-blond","hasattacklocation","WUC","ORG","China","GPE","WUC , the NGO from which we have received our dataset , represents the Uyghurs , an ethnic minority concentrated in the Xinjiang region in China . Xinjiang is the largest Chinese administrative division , has abun­dant natural resources such as oil , and is China ’s largest natural gas - producing region . "
"PlugX-in-Russia","hasproduct","Microsoft","ORG","Word","PRODUCT","The Microsoft Word document attachments observed in this campaign utilized "
"GlassRAT-final","hasproduct","DECEPTION   RSA's Research","ORG","GlassRAT","PRODUCT","GLASSRAT MALWARE ANALYSIS , DESIGNED FOR DECEPTION RSA 's Research has analyzed the GlassRAT trojan and determined that it is a simple but capable RAT with reverse shell as well as other typical capabilities of RATs , such as file transferring and process listing . "
"GlobalThreatIntelReport","hasproduct","CMS","ORG","Joomla","PRODUCT","robots.txt file to identify any server running the CMS Joomla . "
"Inside_EquationDrug_Espionage_Platform","indicates","WinExec  Locateand","PRODUCT","six","CARDINAL","Below is a list of the execution templates we found : locate a DLL via PEB structure and resolve exports call single function call four functions call six functions Using these as a base for the templates , the code - builder inserts parameters and proper offsets to call one of the following code patterns : Locateand call WinExec Locateand call LoadLibraryW , GetProcAddress , call exported procedure , FreeLibrary Locateand call LoadLibraryW , GetProcAddress , call GetModuleHandle , FreeLibrary Locateand call OpenProcess , VirtualAllocEx , WriteProcessMemory , CreateRemoteThread , VirtualFreeEx , CloseHandle "
"Operation RussianDoll","indicates","00  0d","TIME","two","CARDINAL","The culprit FLV file is embedded within AS3 in two chunks , and is reassembled at runtime . Vulnerability A buffer overflow vulnerability exists in Adobe Flash Player ( < = 17.0.0.134 ) when parsing malformed FLV objects . Attackers exploiting the vulnerability can corrupt memory and gain remote code execution . In the exploit , the attacker embeds the FLV object directly in the ActionScript code , and plays the video using NetStream class . In memory , it looks like the following : 0000000 : 46 4c 56 01 05 00 00 00 09 00 00 00 00 12 00 00 FLV ............. 0000010 : f4 00 00 00 00 00 00 00 02 00 0a 6f 6e 4d 65 74 ........... onMet 0000020 : 61 44 61 74 61 08 00 00 00 0b 00 08 64 75 72 61 aData ....... dura 0000030 : 74 69 6f 6e 00 40 47 ca 3d 70 a3 d7 0a 00 05 77 tion.@G.=p ..... w 0000040 : 69 64 74 68 00 40 74 00 00 00 00 00 00 00 06 68 idth.@t ........ h 0000050 : 65 69 67 68 74 00 40 6e 00 00 00 00 00 00 00 0d eight.@n ........ 0000060 : 76 69 64 65 6f 64 61 74 61 72 61 74 65 00 00 00 videodatarate ... "
"GlobalThreatIntelReport","hasproduct","GOBLIN PANDA","ORG","PlugX","PRODUCT","For example , GOBLIN PANDA has been observed using PlugX with internal version numbers of 20140101 in campaigns since q2 2014 , migrating to deployments of 20140606 versions in the second half of the year . "
"GlobalThreatIntelReport","hasattacklocation","a Comprehensive Plan  of Action","LAW","China","GPE","The Iranian Joint Plan of Action ( JPOA ) , its delay , and its ultimate desired path by politicians to negotiate a Comprehensive Plan of Action ( CPOA ) are preeminent issues in the global press and political circles . The JPOA is a temporary agreement made between Iran and an intergovernmental negotiating body consisting of China , France , the Russian Federation , the UnÃited Kingdom , the United States and Germany . "
"Operation_GreedyWonk","hasproduct","Adobe","ORG","Flash","PRODUCT","GreedyWonk targets a previously unknown vulnerability in Adobe Flash . "
"wp-operation-tropic-trooper","hasattacklocation","Ronnie Giagone","PERSON","Philippines","GPE","Special thanks to Ronnie Giagone for additional analyses and insights . Targets Malware used in Operation Tropic Trooper shared similar characteristics with those used in attacks targeting various organizations in Vietnam and India as early as 2011 . [ 1 ] Operation Tropic Trooper targets government institutions , military agencies , and companies in the heavy industry in Taiwan and the Philippines . "
"Sayad_Flying_Kitten_analysis","hasproduct","Firefox","ORG","Firefox","PRODUCT","Collect and transfer bookmarks for Chrome , Firefox , Internet Explorer , and Opera Steal browser cookies for Chrome , Firefox , Internet Explorer , and Opera Collect and transfer history for Chrome , Firefox , Internet Explorer , and Opera Capture any registered proxies Get and transfer the start URL for each installed browser Collect and transfer chat history for Skype , Yahoo Messenger , Pidgin , and GTalk Steal RDP , Putty accounts Collect VPN related account information for Proxifier and WinVPN Determine if the currently logged on user is running as admin "
"OceanLotusReport","hasproduct","Qihoo","ORG","360â","PRODUCT","Based on the Qihoo 360â€ ™ s security big data accumulated for years and data mining technology , SkyEye Labs can achieve the identifying , traci ng , monitoring and forewarning of unknown threats on the whole network , so as to provide threat intelligence timely for security detection and defense devices . "
"Sandworm_briefing2","hasproduct","Microsoft","ORG","PowerPoint","PRODUCT",".Exposed , dangerous method vulnerability – OLE package manager in Microsoft Windows and Server – Vulnerability allows an attacker to remotely execute arbitrary code – Windows allows OLE packager ( packager .dll ) to download and execute INF files – In case of observed exploit , specifically when handling Microsoft PowerPoint files : .Packager allows a Package OLE object to reference arbitrary external files ( such as INF ) from untrusted sources .Causes "
"Pitty_Tiger_Final_Report","hasproduct","Microsoft","ORG","Windows XP SP3","PRODUCT","We can also see the system : Microsoft Windows XP SP3 . "
"PlugX-in-Russia","hasproduct","Microsoft","ORG","Word","PRODUCT","Decoy Content and Sandbox Evasion Interestingly , one of the RAR SFX droppers ( SHA : 71be8bb45dfe360ee6076ed34fde12a382fe9d7922bd11b179ca773be12fa54c ) launches a decoy Microsoft Word document before launching the executable . "
"Mapping FinFisher’s Continuing Proliferation","hasproduct","Adobe","ORG","Flash","PRODUCT","Adobe Flash , a plugin for viewing web videos . "
"OperationClandestineWolf","hasproduct","Adobe","ORG","Flash  Player","PRODUCT","Adobe Flash Player ) . "
"securelist.com-The Icefog APT Hits US Targets With Java Backdoor","hasproduct","Icefog","ORG","the “Dagger Panda","PRODUCT","Icefog , also known as the “ Dagger Panda ” by Crowdstrike ’s naming convention , infected targets mainly in South Korea and Japan . "
"In Pursuit of Optical Fibers and Troop Intel_ Targeted Attack Distributes PlugX in Russia _ Proofpoint","hasproduct","Microsoft","ORG","Word","PRODUCT","Decoy Content and Sandbox Evasion Interestingly , one of the RAR SFX droppers ( SHA : 71be8bb45dfe360ee6076ed34fde12a382fe9d7922bd11b179ca773be12fa54c ) launches a decoy Microsoft Word document before launching the executable . "
"snake_whitepaper","hasproduct","Microsoft","ORG","Windows","PRODUCT","The 64 - bit version of Snake must deal with a number of additional security protections implemented in 64 - bit editions of Microsoft Windows , the most significant of which are kernel driver signature validation and Kernel Patch Protection ( more commonly known as PatchGuard ) . "
"BlackEnergy2_Plugins_Router","hasattacklocation","BlackEnergy2","ORG","India","GPE","We identified BlackEnergy2 targets and victims in the following countries starting in late 2013 . There are likely more victims . Russia Ukraine Poland Lithuania Belarus Azerbaijan Kyrgyzstan Kazakhstan Iran Israel Turkey Libya Kuwait Taiwan Vietnam India Croatia Germany Belgium Sweden Victim profiles point to an expansive interest in ICS : power generation site owners power facilities construction power generation operators large suppliers and manufacturers of heavy power related materials investors "
"FTA_1020_Fidelis_Inocnation_FINAL","indicates","DLLs","PRODUCT","two","CARDINAL","The first two DLLs beacon to inocnation[dot]com . "
"putter-panda","hasattacklocation","Putter Panda.   .","ORG","China","GPE","Crowdstrike identified Chen Ping , aka cpyy , a suspected member of the Pla responsible for procurement of the domains associated with operations conducted by Putter Panda . . there is infrastructure overlap with Comment Panda , and evidence of interaction between actors tied to both groups . attribution ATTRIBUTION there are several pieces of evidence to indicate that the activity tracked by Crowdstrike as PUttEr Panda is attributable to a set of actors based in China , operating on behalf of the Chinese People ’s liberation army ( Pla ) . "
"OperationClandestineWolf","hasproduct","Adobe","ORG","Flash  Player","PRODUCT","Adobe Flash Player exploit file alongside a key used for its decryption . "
"putter-panda","hasattacklocation","cpyy","PERSON","shanghai","GPE","cpyy was also active on a social networking site called XCar , stating that he lived in shanghai as early as 2005 through 2007 ; he said in a post , “ soldier ’s duty is to defend the country , as long as our country is safe , our military is excellent”4 , indicating a feeling of patriotism that could be consistent with someone who chose a military or police - based career . "
"cosmicduke_whitepaper","hasproduct","MSN Messenger","ORG","MSN Messenger  Cosmu","PRODUCT","• MSN Messenger Cosmu decrypts and steals saved credentials from MSN Messenger . "
"rpt-fin4","hasproduct","Microsoft","ORG","Word","PRODUCT","Embedded in each Microsoft Word or Excel document is a malicious macro that prompts the user for their Outlook credentials . "
"Operation-Potao-Express_final_v2","hasproduct","TeamViewer","ORG","PowerPoint","PRODUCT","Notable techniques and features Trojanized TrueCrypt , USB spreading mechanism , DLL export function name patch Windows MUI abuse , bypassing UAC through shims ( MACT ) , config as X.509 certificate , remote access when TeamViewer installed , use of PowerPoint 0 - day exploit ( CVE2014- 4114 ) for spreading , trojandownloaders for SCADA ICS systems "
"wp-operation-iron-tiger","hasattacklocation","Guo Feiâ","PERSON","China","GPE","Following virtual aliases related to Iron Tiger allowed us to attribute operational activities to a key personalityâ€”Guo Feiâ€”who resides in Shanghai , China . "
"putter-panda","hasproduct","Microsoft","ORG","Word","PRODUCT","Four examples of these droppers were located , using a mixture of decoy PdF and Microsoft Word documents ( shown below in Figures 15 - 18 ) . "
"GlobalThreatIntelReport","hasproduct","CrowdStrike","ORG","Falcon","PRODUCT","CrowdStrike Falcon enables customers to prevent damage from targeted attacks , detect and attribute advanced malware and adversary activity in real time , and effortlessly search all endpoints , reducing overall incident response time . "
"cosmicduke_whitepaper","hasattacklocation","Cosmu","ORG","Poland","GPE","Some of these are older than the oldest publicly documented MiniDuke samples , implying that the shared code might have been originally used by Cosmu , not MiniDuke . For convenience , we decided to name the samples showing this amalgamation of MiniDuke - derived loader and Cosmu - derived payload CosmicDuke . The filenames and content used in CosmicDuke ’s attack files to lure victims into opening them contain references to the countries of Ukraine , Poland , Turkey and Russia , either generally in use of language or included detail , or in allusions to events or institutions . "
"GlassRAT-final","hasproduct","GlassRAT","ORG","C2","PRODUCT","To summarize the GlassRAT C2 infrastructure connections , we have GlassRAT connected to Mirage malware C2 hosting , which in turn is connected to Magicfire , PlugX and Mirage malware targeting the Philippine military and the Mongolia government . "
"putter-panda","hasproduct","Microsoft","ORG","Visual","PRODUCT","the pngdowner malware is a simple tool constructed using Microsoft Visual studio and implemented via single C++ source code file . "
"iran-based-attackers-use-back-door-threats-spy-middle-eastern-targets","hasattacklocation","Backdoor.Cadelspy","ORG","Iran","GPE","Iran - based attack groups that appear to be connected , Cadelle and Chafer , have been using Backdoor . Cadelspy and Backdoor . Remexi to spy on Iranian individuals and Middle Eastern organizations . By : Symantec Security Response SYMANTECEMPLOYEE Created 07 Dec 2015 Translations : â½‡æœ¬èªž Share Two teams of Iran - based attackers have been using back door threats to conduct targeted surveillance of domestic and international targets . While the groups are heavily targeting individuals located in Iran , theyâ€ ™ ve also compromised airlines and telecom providers in the Middle East region , possibly in an attempt to monitor targetsâ€ ™ movements and communications . "
"sec14-paper-marczak","hasattacklocation","RCS","ORG","Uzbekistan","GPE","Moroccan journal­ists at Mamfakinch.com were previously targeted by RCS in 2012 [ 77 ] . ( 4 ) Overall , servers in 8 countries with governments deemed “ authoritarian regimes ” [ 69 ] : Azerbaijan , Kazakhstan , Nigeria , Oman , Saudi Arabia , Sudan , UAE , Uzbekistan . "
"wp-operation-tropic-trooper","hasattacklocation","Ronnie Giagone","PERSON","Taiwan","GPE","Special thanks to Ronnie Giagone for additional analyses and insights . Targets Malware used in Operation Tropic Trooper shared similar characteristics with those used in attacks targeting various organizations in Vietnam and India as early as 2011 . [ 1 ] Operation Tropic Trooper targets government institutions , military agencies , and companies in the heavy industry in Taiwan and the Philippines . "
"wp-operation-iron-tiger","hasattacklocation","Pawn Storm3","ORG","China","GPE","It targets fewer individuals and organizations compared with other campaigns like Russia - based cyber - espionage operation , Pawn Storm3 . Yet like Pawn Storm , Iron Tiger also spies on organizations where they are based . China â€ ” 2010 "
"bcs_wp_InceptionReport_EN_v12914","hasattacktime","Inception","WORK_OF_ART","September 26th","DATE","However , the sccm.exe compile date matches the Quarian developer toolset and coding style to a better degree than the other files distributed through Inception . Then there is the C&C domain used . According to DomainTools.com the msname.org domain registration timed out September 27th 2014 . It was left inactive and was not renewed until Nov 12th . This means that the attackers distributed malware that would be out of action for a long time ( last distribution of sccm.exe was September 26th ) . "
"GlobalThreatIntelReport","hasattacklocation","a Comprehensive Plan  of Action","LAW","Germany","GPE","The Iranian Joint Plan of Action ( JPOA ) , its delay , and its ultimate desired path by politicians to negotiate a Comprehensive Plan of Action ( CPOA ) are preeminent issues in the global press and political circles . The JPOA is a temporary agreement made between Iran and an intergovernmental negotiating body consisting of China , France , the Russian Federation , the UnÃited Kingdom , the United States and Germany . "
"AdversaryIntelligenceReport_DeepPanda_0","hasattacklocation","Microsoft","ORG","China","GPE","This tool is built in Microsoft .NET framework , which is typically an indication of a less sophis­ticated attacker , because .NET is easier to develop in but requires the .NET framework be present on the victim machine . The tool appears to have been compiled on Thursday May 26th , 2011 at 10:21:44 A.M. UTC ( early evening time in China ) . "
"cosmicduke_whitepaper","hasattacklocation","MiniDuke","ORG","Turkey","GPE","Some of these are older than the oldest publicly documented MiniDuke samples , implying that the shared code might have been originally used by Cosmu , not MiniDuke . For convenience , we decided to name the samples showing this amalgamation of MiniDuke - derived loader and Cosmu - derived payload CosmicDuke . The filenames and content used in CosmicDuke ’s attack files to lure victims into opening them contain references to the countries of Ukraine , Poland , Turkey and Russia , either generally in use of language or included detail , or in allusions to events or institutions . "
"Operation Clandestine Wolf","hasproduct","Adobe","ORG","Flash Player","PRODUCT","The Adobe Flash Player exploit is packed with a simple RC4 packer . "
"Modified_Binaries_Tor","indicates","02:02:33","TIME","about an hour","TIME","It did not take long , about an hour , to catch my first malicious exit node . Details from https://check.torproject.org/exit-addresses ExitNode 8361A794DFA231D863E109FC9EEEF21F4CF09DDD Published 2014 - 10 - 22 01:06:40 LastStatus 2014 - 10 - 22 02:02:33 ExitAddress 78.24.222.229 2014 - 10 - 22 02:08:01 "
"Regin_The_Intercept","hasproduct","Microsoft","ORG","SQL","PRODUCT","The following environment variable shows that the system was provided with a Microsoft SQL server and a Microsoft Exchange server , indicating that it might one of the compromised corporate mail server Fabrice Clément mentioned to Mondiaal News : "
"In Pursuit of Optical Fibers and Troop Intel_ Targeted Attack Distributes PlugX in Russia _ Proofpoint","hasproduct","Microsoft","ORG","Word","PRODUCT","The attacks seen in the current campaign involved spear - phishing emails that employ both exploit - laden Microsoft Word document attachments , as well as links leading to RAR archives . "
"Kaspersky_Lab_cybercrime_underground_report_eng_v1_0","hasattacktime","Trojan","ORG","2013","DATE","Attacks on usersâ€ ™ and companiesâ€ ™ e - wallets were initiated by the Trojan ibank in 2006 ; then came ZeuS ( 2007 ) and SpyEye ( 2009 ) followed by the groups Carberp ( 2010 ) and Carbanak ( 2013 ) . "
"wp-operation-woolen-goldfish","hasproduct","Microsoft","ORG","PowerPointâ","PRODUCT","The decoy file used an AdobeÂ ® .PDF file instead of a Microsoft PowerPointâ„¢ presentation . "
"Kaspersky_Lab_cybercrime_underground_report_eng_v1_0","hasattacktime","Trojan","ORG","2010","DATE","Attacks on usersâ€ ™ and companiesâ€ ™ e - wallets were initiated by the Trojan ibank in 2006 ; then came ZeuS ( 2007 ) and SpyEye ( 2009 ) followed by the groups Carberp ( 2010 ) and Carbanak ( 2013 ) . "
"bcs_wp_InceptionReport_EN_v12914","hasproduct","Windows","ORG","WebDAV","PRODUCT","The Sheep and the Wolves Victims of this attack will connect using the Windows WebDAV redirector , and the HTTP request user - agent string will reflect this . "
"operation-poisoned-helmand","hasproduct","CDN","ORG","JavaScript","PRODUCT","The compromised CDN resource in question is a JavaScript file hosted at [ http:]//cdn.afghanistan[.]af / scripts / gop - script.js "
"oil-tanker-en","hasattacktime","Fortune 1000","ORG","every  day","DATE","Letâ€ ™ s call this company â€Black Goldâ€. John , the head of Black Goldâ€ ™ s IT Department knows that we live in a dangerous world , and that companies face thousands of cyber - attacks every day . And although Black Gold is not included in the Fortune 1000 company list , John knew that taking all possible safety precautions is a must and that , in addition to having a corporate antivirus , they must maximize all other security measures . "
"FTA_1020_Fidelis_Inocnation_FINAL","hasproduct","Cisco","ORG","AnyConnect","PRODUCT","Using Cisco AnyConnect software as a lure continues a pattern of using typical corporate software as a vehicle to infect victim machines . "
"Op_Clandestine_Fox","hasproduct","Adobe Flash","ORG","Flash","PRODUCT","Additionally , the attack will not work without Adobe Flash . Disabling the Flash plugin within IE will prevent the exploit from functioning . "
"operation-black-atlas-part-2-tools-and-malware-used-and-how-to-detect-them","hasattacklocation","Zeus","PERSON","Australia","GPE","This is a bunch of Bullshit , worry about Zeus , Betabot and other Banking Trojans rather than fucking â€ ¦ Subscribe Add Disqus to your site ï¿½ Privacy HOMEANDHOMEOFFICE | FORBUSINESS | SECURITYINTELLIGENCE | ABOUTTRENDMICRO Asia Pacific Region ( APAC ): Australia / "
"wp-operation-woolen-goldfish","hasattacklocation","PowerPoint","ORG","Iran","GPE","The most recent modification in the two PowerPoint files told us that W00l3n . H4 t slowly changed his infecting methods around October 2014 . There was not much information on Wool3n . H4 t , which is not a common nickname , on the Internet . However , we found that this nickname owned an inactive blog hosted by a free service in Iran and was registered in several underground hacking forums . "
"CloudAtlas_RedOctober_APT","hasproduct","Cloud Atlas","ORG","VBScript","PRODUCT","Cloud Atlas exploit payload -VBScript This VBScript drops a pair of files on disk -a loader and an encrypted payload . "
"operation-poisoned-helmand","hasattacklocation","Li Keqiang","PERSON","China","GPE","Li Keqiang : A Harbinger of Targeted Exploitation ? Judging by the last modified timestamp on the HTTP response of gop-script.js , which is Tue , 16 Dec 2014 08:07:06 GMT , this malicious CDN compromise was very recent in nature . In fact , it occurred on the very same day that China ’s Prime Minister Li Keqiang would meet with Abdullah Abdullah , the Chief Executive Officer of Afghanistan in Astana Kazakhstan , they would discuss infrastructure development and bilateral cooperation issues . "
"GlobalThreatIntelReport","hasattacklocation","a Comprehensive Plan  of Action","LAW","the United  States","GPE","The Iranian Joint Plan of Action ( JPOA ) , its delay , and its ultimate desired path by politicians to negotiate a Comprehensive Plan of Action ( CPOA ) are preeminent issues in the global press and political circles . The JPOA is a temporary agreement made between Iran and an intergovernmental negotiating body consisting of China , France , the Russian Federation , the UnÃited Kingdom , the United States and Germany . "
"blackenergy_whitepaper","hasproduct","SndVol.exe","ORG","Windows","PRODUCT","( image 15 , below ) instead in order to resolve the incompatibility . SndVol.exe is one of the Windows executables that will be automatically elevated upon execution because it is thought to be safe . "
"GlobalThreatIntelReport","hasattacklocation","CPOA","ORG","Germany","GPE","The Iranian Joint Plan of Action ( JPOA ) , its delay , and its ultimate desired path by politicians to negotiate a Comprehensive Plan of Action ( CPOA ) are preeminent issues in the global press and political circles . The JPOA is a temporary agreement made between Iran and an intergovernmental negotiating body consisting of China , France , the Russian Federation , the UnÃited Kingdom , the United States and Germany . "
"Inside_EquationDrug_Espionage_Platform","hasproduct","API","ORG","Windows NT","PRODUCT","RegisterServiceProcess Windows API function makes sense only on Windows 9x OS family , because this API function does n't exist on Windows NT platform . "
