"FileName","RelationType","Entity1Mention","Entity1Type","Entity2Mention","Entity2Type","Context"
"3ve_google_whiteops_whitepaper_final_nov_2018","indicates","12:00 AM","TIME","18 hours","TIME","As the graph below demonstrates , declining volumes in invalid traffic indicate that the disruption of infrastructure thus far has been successful , bringing the bid request traffic close to zero within 18 hours of starting the coordinated takedown . Our sincere gratitude and appreciation to everyone involved with this takedown effort . The working group spent months observing 3ve¡¯s activities , working to build an invaluable technical approach to identifying and defending against similar threats in the future . Bid Requests 12:00 AM 12:00 AM 12:00 PM 12:00 PM 12:00 AM 12:00 PM Time Incoming 3ve.2 bid requests ( via OpenRTB protocol ) "
"cta-2018-1113","hasattacklocation","Dragonfly","ORG","China","GPE","TEMP.Periscope has demonstrated an ability to rapidly adapt its TTPs to learn from other groups , such as APT28 and Dragonfly , either to increase their chances of success in gaining access to the victim network or to obfuscate attribution attempts . Recorded Future expects TEMP.Periscope to continue to target organizations in the high - tech defense and engineering sectors . The Chinese strategic requirement to develop advanced technology , particularly in marine engineering , remains an intense focus as China looks to dominate the South China Sea territory . "
"rpt-apt38-2018-web_v4","hasproduct","SWIFT Alliance","ORG","Antivirus APT38","PRODUCT","Figure 9 contains an example of how APT38 used a tunneler to relay commands from an active CHEESETRAY backdoor on a SWIFT workstation to a passive CHEESETRAY backdoor listening on port 8443 on a SWIFT Alliance application server . Evading Antivirus APT38 uses several measures to evade anti - virus and thwart investigator analysis , including the use of multiple code packing methods and encrypting files on the system and in the registry . . "
"BAD TRAFFIC_ Sandvine’s PacketLogic Devices Used to Deploy Government Spyware in Turkey and Redirect Egyptian Users to Affiliate Ads_","hasattacklocation","YPG","ORG","Egypt","GPE","YPG has been the target of a Turkish government air and ground offensive which began in January 2018 . Areas not controlled by the YPG also appear to be targeted , including the area around Idlib city . 1.2 . Egypt "
"Russian_Government_Cyber_Activity","hasproduct","Microsoft","ORG","Window¡¯s","PRODUCT","The threat actors manipulated LNK files , commonly known as a Microsoft Window¡¯s shortcut file , to repeatedly gather user credentials . "
"Hard Pass_ Declining APT34’s Invite to Join Their Professional Network","hasproduct","Windows","ORG","PowerShell","PRODUCT","Additionally , VALUEVAULT will call Windows PowerShell to extract browser history in order to match browser passwords with visited sites . "
"BAD TRAFFIC_ Sandvine’s PacketLogic Devices Used to Deploy Government Spyware in Turkey and Redirect Egyptian Users to Affiliate Ads_","hasproduct","Sandvine","ORG","PacketLogic","PRODUCT","In Egypt and Turkey , we also found that devices matching our Sandvine PacketLogic fingerprint were being used to block political , journalistic , and human rights content . "
"rp-operation-oceansalt","hasattacklocation","Lion","PERSON","South Korea","GPE","The author of this Korean - language document was Lion , whom we will continue to see throughout later documents . In the first wave the malicious Excel file contains a list of Korean names , physical addresses , and email addresses . Many of the names belong to those involved in higher education in South Korea or who attend various institutes . "
"patchwork-continues-deliver-badnews","hasattacklocation","Monsoon","ORG","Pakistan","GPE","Elephant , India , Monsoon , Pakistan , patchwork © £ 9,597 © ñ 5 © ô © ó Summary In the past few months , Unit 42 has observed the Patchwork group , alternatively known as Dropping Elephant and Monsoon , conducting campaigns against targets located in the Indian subcontinent . "
"rpt-apt38-2018-web_v4","hasproduct","APT38","ORG","HERMES","PRODUCT","APT38 has also deployed the HERMES ransomware , which has been used by other financially motivated cyber crime actors . "
"Multiple Chinese Threat Groups Exploiting CVE-2018-0798 Equation Editor Vulnerability Since Late 2018","hasproduct","Microsoft","ORG","Word","PRODUCT","The shellcode decrypt ¡ ° 8.t¡± and save it as ¡ ° % APPDATA%\Microsoft\Word\STARTUP\cclerr.wll¡±. The next time user opens Microsoft Word , the dropped .le ¡ ° cclerr.wll¡± will be loaded and executed in Word¡¯s process memory . "
"GandCrab and Ursnif Campaign","indicates","Ursnif","PRODUCT","second","ORDINAL","Ordinal Name 1 _ ReflectiveLoader@0 Magic : PE32 executable for MS Windows ( DLL ) ( GUI ) Intel 80386 32 - bit Table 3 : Gandcrab metadata Ursnif The second payload , downloaded via the DownloadData method highlighted in Figure 4 , is a Ursnif executable . "
"BAD TRAFFIC_ Sandvine’s PacketLogic Devices Used to Deploy Government Spyware in Turkey and Redirect Egyptian Users to Affiliate Ads_","hasproduct","Avast Antivirus","ORG","Windows","PRODUCT","Targeted users in Turkey and Syria who downloaded Windows applications from official vendor websites including Avast Antivirus , CCleaner , Opera , and 7 - Zip were silently redirected to malicious versions by way of injected HTTP redirects . "
"Confucius_Update","hasproduct","Microsoft","ORG","Excel","PRODUCT","Microsoft Excel document .ppt , .pptx "
"More than a Dozen Obfuscated APT33 Botnets Used for Extreme Narrow Targeting","indicates","11:01 pm","TIME","Dozen","CARDINAL","More than a Dozen Obfuscated APT33 Botnets Used for Extreme Narrow Targeting More than a Dozen Obfuscated APT33 Botnets Used for Extreme Narrow Targeting Posted on : November 13 , 2019 at 11:01 pm Posted in : Botnets , Targeted Attacks "
"cta-2018-0509","hasattacklocation","OSINT","ORG","Saudi Arabia","GPE","The actor xman_1365_x was then linked to a security company called Kavosh Security via OSINT by Iran Cyber News Agency . The actor was linked to a destructive operation , which used NewsBeef and StoneDrill malware families . According to Kaspersky , the latter data wiping operation targeted sectors across Saudi Arabia and Europe . "
"sednit-update-analysis-zebrocy_","indicates","PDFmyURLonlineurltopdfconversiondownloader","PRODUCT","three","CARDINAL","The Zebrocy family consists of three components . In the order of deployment these are a Delphi PDFmyURLonlineurltopdfconversiondownloader , an AutoIt downloader and a Delphi backdoor . "
"bisonal-malware-used-attacks-russia-south-korea","hasattacklocation","Bisonal","ORG","South  Korea","GPE","Common features of attacks involving Bisonal include : Get updates : Unit 42 Sign up to receive the latest news , cyber threat intelligence and research from Unit42 Business Email By submitting this form , you agree to our Terms of Use and acknowledge our Privacy Statement . PDFmyURLonlineurltopdfconversion Usually targeting organizations related to government , military or defense industries in South Korea , Russia , and Japan . "
"adobe-flash-zero-day-targeted-attack","hasproduct","Microsoft","ORG","Of.ce","PRODUCT","The attack loads Adobe Flash Player from within Microsoft Of.ce , which is a popular approach to Flash exploitation since Flash is disabled in many browsers . "
"silence_moving-into-the-darkside","hasproduct","AWS","ORG","CBR","PRODUCT","Just one month ( ! ) after their failure with AWS CBR , Silence regained access to the servers of the bank and attempted another attack . "
"New tools uncovered from hacking group APT15","hasproduct","Microsoft","ORG","Sharepoint","PRODUCT","In the case of the Microsoft Sharepoint tool the binary included hard coded project names that were speci.c to the victim . "
"Hard Pass_ Declining APT34’s Invite to Join Their Professional Network","hasproduct","VALUEVAULT","ORG","PowerShell","PRODUCT","Additionally , VALUEVAULT will call Windows PowerShell to extract browser history in order to match browser passwords with visited sites . "
"Avast tracks down Tempting Cedar Spyware","hasattacklocation","Rita¡¯s","PERSON","China","GPE","Above : Rita¡¯s likes on Facebook The Lebanon & Israel Friendship connection group is interesting when considering the the victims¡¯ locations . While we observed a low number of victims from the USA , France , Germany , and China , the majority of victims were from the Middle East , with most of the victims located in Israel : Above : Map showing the countries most of the victims came from Conclusion "
"Skygofree_ Following in the footsteps of HackingTeam - Securelist","hasproduct","Unknown Sources","ORG","Sources Unknown","PRODUCT","Set your Smartphone Go to Settings- > Security for your device and put a check mark on Unknown Sources ( some models are called Sources Unknown ) . "
"Operation_Honeybee","hasproduct","Crelated","ORG","Visual Basic","PRODUCT","This malicious document contains a Visual Basic macro that dropped and executed an upgraded version of the implant known as SYSCON , which appeared in 2017 in malicious Word documents as part of several campaigns using North Korea¨Crelated topics . The malicious Visual Basic script uses a unique key ( custom alphabet ) to encode data . "
"rpt-apt38-2018-web_v4","hasattacklocation","Chosun Expo","ORG","China","GPE","Firsthand accounts , information provided by a foreign investigative agency , and common IP addresses used to access the company website and associated accounts while connecting to and from North Korea corroborate reports that Chosun Expo was a front company operated by authorities in Pyongyang . . Similar units reportedly operate in other regions around the world , including Southeast Asia , Eastern Europe , and other parts of China . "
"cta-2018-1113","hasproduct","APT28","ORG","Fancy Bear","PRODUCT","Malicious use of Responder was first publicly documented on August 11 , 2017 as being used by APT28 , also known as Fancy Bear . "
"Avast tracks down Tempting Cedar Spyware","hasattacklocation","Rita","PERSON","China","GPE","Rita , the petite brunette , seems to be interested in military groups , and a Lebanese and Israel friendship . Above : Rita¡¯s likes on Facebook The Lebanon & Israel Friendship connection group is interesting when considering the the victims¡¯ locations . While we observed a low number of victims from the USA , France , Germany , and China , the majority of victims were from the Middle East , with most of the victims located in Israel : Above : Map showing the countries most of the victims came from Conclusion "
"rpt-apt38-2018-web_v4","hasattacklocation","SWIFT","ORG","India","GPE","Per public reporting , threat actors targeted Banco del Austro in Ecuador with fraudulent SWIFT transactions in 2015 . While we have limited insight into this targeting , we have identified APT38 targeting South American entities previously . . In August 2018 , threat actors targeted Cosmos Bank in India using both fraudulent ATM and SWIFT transactions . "
"Pawn_Storm_Update_2018.Jan","hasattacklocation","Pawn Storm","ORG","Ukraine","GPE","In the week of the 2017 presidential elections in Iran , Pawn Storm set up a phishing site targeting chmail.ir webmail users . We were able to collect evidence that credential phishing emails were sent to chmail.ir users on May 18 , 2017 , just one day before the presidential elections in Iran . We have previously reported similar targeted activity against political organizations in France , Germany , Montenegro , Turkey , Ukraine , and the United States . "
"Hard Pass_ Declining APT34’s Invite to Join Their Professional Network","hasproduct","VALUEVAULT","ORG","PowerShell","PRODUCT","Additionally , VALUEVAULT will call Windows PowerShell to extract browser history in order to match browser passwords with visited sites . "
"PowerShell-based Backdoor Found in Turkey Strikingly Similar to MuddyWater Tools","hasattacklocation","MuddyWater Tools  MuddyWater","ORG","Pakistan","GPE","New PowerShell - based Backdoor Found in Turkey , Strikingly Similar to MuddyWater Tools MuddyWater is a well - known threat actor group that has been active since 2017 . They target groups across Middle East and Central Asia , primarily using spear phishing emails with malicious attachments . Most recently they were connected to a campaign in March that targeted organizations in Turkey , Pakistan , and Tajikistan . "
"Red_Eyes_Hacking_Group_Report","hasattacklocation","Red Eyes","ORG","South Korea","GPE","Red Eyes group¡¯s main method is to send a document via email or mobile messenger to deliver the malware . Typically , executable files in formats such as .vbs or .exe are inserted in documents . The group also exploits the Encapsulated PostScript ( EPS ) vulnerability of the Hangul word - processing program , which is widely used throughout South Korea . "
"Russian_Government_Cyber_Activity","hasproduct","Microsoft","ORG","Word","PRODUCT","The emails used malicious Microsoft Word attachments that appeared to be legitimate r¨ ¦ sum¨ ¦ s or curricula vitae ( CVs ) for industrial.control.systems personnel , and invitations and policy documents to entice the user to open the attachment . "
"analyzing WindShift implant OSX.WindTail","hasproduct","Microsoft","ORG","Of.ce","PRODUCT","If we download and extract these applications , the uses Microsoft Of.ce icons , likely to avoid raising suspicion : In his talk , Karim notes , ¡ ° [ the WindShift ] attackers gave a backdoor a realistic look by mimicking an Excel sheet icon¡±. ¡ ­the fact that our samples all similarly utilize Microsoft Of.ce icons , is the .rst "
"deciphering-confucius","hasproduct","explainswhy.hayat22.was","ORG","Secret Chat Point","PRODUCT","He was probablyeither using the Windows version of Secret Chat Point or its web interface , which explainswhy.hayat22.was urging him to install Android Tweety Chat . "
"rp-operation-oceansalt","hasattacklocation","Comment Crew¡¯","ORG","South Korea","GPE","Our research shows that Comment Crew¡¯s malware in part lives on in different forms employed by another advanced persistent threat group operating primarily against South Korea . "
"BAD TRAFFIC_ Sandvine’s PacketLogic Devices Used to Deploy Government Spyware in Turkey and Redirect Egyptian Users to Affiliate Ads_","hasattacklocation","TRD","ORG","Egypt","GPE","When we tested 185.82.202.133 , we found that it was running cPanel , and the email address associated with the cPanel installation was an email address we know to be associated with the TRD based on past work the Citizen Lab has conducted .. We conducted Internet scanning of Egypt , sending every IPv4 address an HTTP request to download the TrueCrypt setup file , but did not find any spyware injection . "
"bisonal-malware-used-attacks-russia-south-korea","hasattacklocation","Unit42  Business Email","ORG","South  Korea","GPE","Unit 42 Sign up to receive the latest news , cyber threat intelligence and research from Unit42 Business Email By submitting this form , you agree to our Terms of Use and acknowledge our Privacy Statement . PDFmyURLonlineurltopdfconversion Usually targeting organizations related to government , military or defense industries in South Korea , Russia , and Japan . "
"rp-operation-oceansalt","hasattacklocation","Comment Crew","ORG","South Korea","GPE","new activity related to Comment Crew since they were exposed , but now we find portions of their implant code The actions of Comment Crew , also known as APT1 , appearing in new operations targeting South Korea . "
"silence_moving-into-the-darkside","hasattacklocation","Silence","ORG","Kazakhstan","GPE","We believe that the message was the result of a phishing campaign by Silence against the banks in Ukraine , Kazakhstan , and Russia . "
"3ve_google_whiteops_whitepaper_final_nov_2018","indicates","12:00 PM  12:00 PM","TIME","18 hours","TIME","As the graph below demonstrates , declining volumes in invalid traffic indicate that the disruption of infrastructure thus far has been successful , bringing the bid request traffic close to zero within 18 hours of starting the coordinated takedown . Our sincere gratitude and appreciation to everyone involved with this takedown effort . The working group spent months observing 3ve¡¯s activities , working to build an invaluable technical approach to identifying and defending against similar threats in the future . Bid Requests 12:00 AM 12:00 AM 12:00 PM 12:00 PM 12:00 AM 12:00 PM Time Incoming 3ve.2 bid requests ( via OpenRTB protocol ) "
"cta-2018-0509","hasattacklocation","Shah","PERSON","Iran","GPE","Building a National Capability ¡ ª History and Relationships Between Proxies The Iranian Revolution replaced the Persian monarchy and transitioned the Shah¡¯s power to the Islamic Republic , led by Ayatollah Ruhollah Khomeini . Loyalty to the resulting theocracy was defined by alignment to the Supreme Leader¡¯s moral precepts . The new leaders of Iran also established an intelligence and security organization , the Islamic Revolutionary Guard Corps ( IRGC ) , ¡ ° charged with defending the Islamic Republic against internal and external threats.¡± "
"rpt-apt38-2018-web_v4","hasproduct","APT38","ORG","Windows","PRODUCT","For example , APT38 has leveraged the Windows Sysinternals utility , Sysmon , in multiple instances to monitor systems ; and in another observed case , the group relied on internal file transfer software already present in the environment to move and delete malware . . "
"How Tortoiseshell created a fake veteran hiring website to host malware","hasproduct","NGIPS","ORG","Firewall","PRODUCT","Firewall ( NGFW ) , Next - Generation Intrusion Prevention System ( NGIPS ) , and "
"LAZARUS GROUP DIRECTED TO ORGANIZATIONS IN RUSSIA_google_translate","hasproduct","Dropbox","ORG","URL","PRODUCT","The malicious macro downloads a VBS script from a Dropbox URL , followed by the execution of the VBS script . "
"rp-operation-oceansalt","hasattacklocation","Comment Crew","ORG","the United States","GPE","new activity related to Comment Crew since they were exposed , but now we find portions of their implant code The actions of Comment Crew , also known as APT1 , appearing in new operations targeting South Korea . were exposed in 2013 in a ground - breaking report on Chinese cyber espionage against the United States . "
"BAD TRAFFIC_ Sandvine’s PacketLogic Devices Used to Deploy Government Spyware in Turkey and Redirect Egyptian Users to Affiliate Ads_","hasattacklocation","StrongPity","ORG","Turkey","GPE","The files were similar to the StrongPity spyware.5 We continued to perform scanning of Turkey and set out to fingerprint the middlebox performing the spyware injection . "
"Double the Infection Double the Fun","hasattacklocation","SWIFT","ORG","Russia","GPE","Researchers also believe they are responsible for a series of attacks on the SWIFT banking system which costs millions in damages to the impacted entities . On August 13 , ASERT observed the financially - motivated hacking group actively pushing a new campaign . We believe the targeted institutions for the ongoing campaign are located in eastern Europe and Russia . "
"BAD TRAFFIC_ Sandvine’s PacketLogic Devices Used to Deploy Government Spyware in Turkey and Redirect Egyptian Users to Affiliate Ads_","hasproduct","Sandvine","ORG","PacketLogic","PRODUCT","This section describes how DPI equipment that matches our Sandvine PacketLogic fingerprint is installed on Telecom Egypt¡¯s network at Egypt¡¯s borders , and is used to deliver affiliate ads , cryptocurrency mining scripts , and perhaps nation - state spyware , to Egyptian Internet users . "
"Latest Trickbot Campaign Delivered via Highly Obfuscated JS File ","hasattacklocation","NABU","ORG","Canada","GPE","Australia / New Zealand , ÖÐ¹ú , .±¾ , .... , Ì¨. Latin America Region ( LAR ): Brasil , M¨ ¦ xico North America Region ( NABU ): United States , Canada Europe , Middle East , & Africa Region ( EMEA ): France , Deutschland / .sterreich / Schweiz , Italia,§²§à§ã§ã§Ú§ñ , Espa.a , United Kingdom / Ireland Privacy Statement Legal Policies "
"rpt_APT37","hasproduct","Adobe","ORG","Flash","PRODUCT","The Overlooked North Korean Actor PY SPECIAL REPORT SPECIAL REPORT 2 CONTENTS Introduction 3 Targeting and Mission 4 Initial Infection Vectors 7 Exploited Vulnerabilities 8 Command and Control Infrastructure 9 Malware 10 Attribution 12 Outlook and Implications 13 Appendix : Malware Used by APT37 14 APT37 ( REAPER ): THE OVERLOOKED NORTH KOREAN ACTOR 3 INTRODUCTION On Feb. 2 , 2018 , we published a blog detailing the use of an Adobe Flash zero - day vulnerability ( CVE-2018 - 4878 ) by a suspected North Korean cyber espionage group that we now track as APT37 ( Reaper ) . "
"Hard Pass_ Declining APT34’s Invite to Join Their Professional Network","hasproduct","Chrome","ORG","Explorer","PRODUCT","PICKPOCKET is a credential theft tool that dumps the user 's website login credentials from Chrome , Firefox , and Internet Explorer to a .le . "
"bisonal-malware-used-attacks-russia-south-korea","hasattacklocation","Operation  Bitter  Biscuit","ORG","South  Korea","GPE","Unit 42 Tags : Bioazih , Bisonal , Dexbia , Operation Bitter Biscuit , Russia , South Korea © £ 2,736 © ñ 2 © ô © ó Summary In early May , Unit 42 discovered an attack campaign against at least one defense company in Russia and one unidentified organization in South Korea delivering a variant of Bisonal malware . "
"Donot Team in South Asia","hasattacklocation","Adobe","ORG","Sri Lanka","GPE","Campaign Analysis Donot Team campaigns use multiple methods to mimic legitimate applications , organizations , and services like Adobe , Gmail or news outlets . They also including seemingly benign domains that likely raise minimal suspicion to a human observer . The following domains are a few examples : abodeupdater[.]com Adobe update services qmails[.]org Gmail webmail service serviceupports[.]com Generic services domains sundayobserver[.]net Mimics weekly English - language newspaper in Sri Lanka thebangladeshtoday[.]net English version of the national daily newspaper in Bangladesh "
"Sofacy Attacks Multiple Government Entities","hasproduct","Microsoft","ORG","Excel","PRODUCT","The attachment itself is an Microsoft Excel XLS document that contains malicious macro script . "
"Confucius_Update","indicates","EnDecrypt¡±","PRODUCT","three","CARDINAL","After some research , we found multiple Delphi backdoors that used any of the three decryption routines . The backdoors also linked to an infrastructure matching old Hangover domains as well as the infrastructure of domains fromthe September 2016 blog post . Some of these samples were several years old and had left the original name of the bit - flip decryption algorithm , which was ¡ ° EnDecrypt¡±. "
"BAD TRAFFIC_ Sandvine’s PacketLogic Devices Used to Deploy Government Spyware in Turkey and Redirect Egyptian Users to Affiliate Ads_","hasproduct","CCleaner","ORG","Windows","PRODUCT","Targeted users in Turkey and Syria who downloaded Windows applications from official vendor websites including Avast Antivirus , CCleaner , Opera , and 7 - Zip were silently redirected to malicious versions by way of injected HTTP redirects . "
"adobe-flash-zero-day-targeted-attack","hasproduct","Adobe","ORG","Flash","PRODUCT","By : Chenming Xu , Jason Jones , Justin Warner , Dan Caselden Tags : Exploitation , File Analysis , Flash , Threat Detection , Zero - Day ICEBRG¡¯s Security Research Team ( SRT ) has identi.ed active exploitation of a zero - day vulnerability in Adobe Flash that appears to target persons and organizations in the Middle East . "
"rp-operation-oceansalt","hasproduct","Microsoft","ORG","Excel","PRODUCT","Targets During our research we discovered the initial attack vector was spear phishing , with two malicious Korean- language Microsoft Excel documents acting as downloaders of this implant . "
"silence_moving-into-the-darkside","hasproduct","Microsoft","ORG","Word","PRODUCT","image1.eps cf9a68ace36f24b80daf9af e1d7dab44 EPS file joiner.dll DLL dropper x32 version of the exploit ofCVE-2017 - 0263 vulnerability x64 version of the exploit ofCVE-2017 - 0263 vulnerability After opening the Contract.docx file from the phishing email , the user will see the following text in Russian : Contract.docx is a .doc file , designed to exploit the CVE-2017 - 0262 vulnerability in Microsoft Word . "
"rp-operation-oceansalt","hasattacklocation","Operation  Oceansalt","ORG","South Korea","GPE","This lack suggests other components in the infection chain may ensure persistence and carry out other malicious activities Conclusion Based on our analysis , the McAfee Advanced Threat Research team has named this global threat Operation Oceansalt . This operation has focused on targets in South Korea and other countries with new malware that has roots in Comment Crew activity from 2010 . Our research shows that Comment Crew¡¯s malware in part lives on in different forms employed by another advanced persistent threat group operating primarily against South Korea . "
"adobe-flash-zero-day-targeted-attack","hasproduct","Adobe","ORG","Flash Player","PRODUCT","The attack loads Adobe Flash Player from within Microsoft Of.ce , which is a popular approach to Flash exploitation since Flash is disabled in many browsers . "
"HiddenWasp Malware Stings Targeted Linux Systems","hasproduct","ChinaZ","ORG","Elknot","PRODUCT","We noticed that the trojan has code connections with ChinaZ¡¯s Elknot implant in regards to some common MD5 implementation in one of the statically linked libraries it was linked with : "
"Cyber-Espionage Campaign Targeting the Naval Industry MartyMcFly","hasattacktime","italian","NORP","between 9th and 15th October","DATE","During the last week Yoroi CERT¡¯s analysts uncovered several attacks targeting the italian naval and defence industry . The attacker used email as known propagation vector in order to infect victims by sending a special crafted xls file . The identified attack properties triggered internal defcon escalation in order to assess the threat magnitude and eventually special malware analyses according to the threat . The suspicious emails have been intercepted between 9th and 15th October during our common CSDC ( Cyber Security Defence Center ) operations in two different champains , each one characterized by one or more attempts and slightly different social engineering tricks . "
"Double the Infection Double the Fun","hasattacklocation","Intel471","ORG","Romania","GPE","Phish Working closely with Intel471 , one of our Threat Intelligence partners , we found an additional Cobalt Group phishing campaign targeting carpatica[.]ro by masquerading as Single Euro Payments Area ( SEPA ) . ¡ ° carpatica[.]ro¡± belongs to Banca Comercial . Carpatica , a bank in Romania that merged with Patria Bank in 2017 . "
"BAD TRAFFIC_ Sandvine’s PacketLogic Devices Used to Deploy Government Spyware in Turkey and Redirect Egyptian Users to Affiliate Ads_","hasattacklocation","AdHose","ORG","Egypt","GPE","Thus , we would expect to find some number X , where setting the TTL to Y ( ¡ Ý X ) would cause us to receive the legitimate response from the server , and setting the TTL to Z ( < X ) would cause us to receive the redirect injected by AdHose . We did indeed observe this behavior ; the first link on which we saw the legitimate response from the end - host in Egypt ( and not the injected response ) was between 130.117.50.166 ( be3093.ccr22.mrs01.atlas.cogentco.com ) and 149.14.125.162 ( telecom-egypt.demarc.cogentco.com ) , which appears to be a cable link between Marseilles , France , and Egypt . "
"Pawn_Storm_Update_2018.Jan","hasattacklocation","Pawn Storm","ORG","Germany","GPE","In the week of the 2017 presidential elections in Iran , Pawn Storm set up a phishing site targeting chmail.ir webmail users . We were able to collect evidence that credential phishing emails were sent to chmail.ir users on May 18 , 2017 , just one day before the presidential elections in Iran . We have previously reported similar targeted activity against political organizations in France , Germany , Montenegro , Turkey , Ukraine , and the United States . "
"Mac Backdoor Linked to Lazarus Targets Korean Users","hasproduct","Microsoft","ORG","Excel","PRODUCT","Case in point : A new variant of a Mac backdoor ( detected by Trend Micro asBackdoor . MacOS.NUKESPED.A ) attributed to the cybercriminal group Lazarus , which was observedtargeting Korean users with a macro - embedded Microsoft Excel spreadsheet . "
"BAD TRAFFIC_ Sandvine’s PacketLogic Devices Used to Deploy Government Spyware in Turkey and Redirect Egyptian Users to Affiliate Ads_","hasattacklocation","Opera","ORG","Turkey","GPE","Figure 2 : Injected HTTP 307 spyware redirects we observed in Turkey when performing HTTP requests for Opera . We successfully fetched the files from a Turkish IP address using a VPN . When we tried to fetch the files from a non - Turkish IP , we received a 503 Service Temporarily Unavailable message . The files were similar to the StrongPity spyware.5 We continued to perform scanning of Turkey and set out to fingerprint the middlebox performing the spyware injection . "
"BAD TRAFFIC_ Sandvine’s PacketLogic Devices Used to Deploy Government Spyware in Turkey and Redirect Egyptian Users to Affiliate Ads_","hasproduct","2014","DATE","FinFisher","PRODUCT","The system was apparently sold to governments in Mongolia and Turkmenistan , and at least one additional customer that could not be identified from the 2014 FinFisher leaked documents . "
