"FileName","RelationType","Entity1Mention","Entity1Type","Entity2Mention","Entity2Type","Context"
"taiwant-election-targetting.html","hasproduct","Microsoft","ORG","Word","PRODUCT","The binary uses the standard Microsoft Word icon , shown below , to trick users into thinking the file is a legitimate Microsoft "
"us-16-Guarnieri-Anderson-Iran-And-The-Soft-War-For-Internet-Dominance-paper","hasattacklocation","Telegram","ORG","Iran","GPE","Amongst credential phishing attempts , inthose conversations , the impersonator would ask if theyhad a Telegram account , and then ask for a â€conversation request codeâ€ â€ “ in actuality the onetime loginpasswordprovided bySMS to the user . The new focus on themessaging service followed its rapid rise inthe popularity after interferencewith Viber , especially withpolitical organizations to mobilize constituencies in the February 2016Parliamentary Election . Moreover , while Telegram has grown popular in Iran in partdue to their claims of "
"cve-2015-2545-overview-of-current-threats","hasattacklocation","Danti","PERSON","Kazakhstan","GPE","Danti ( Kaspersky Labâ€ ™ s internal name ) is anAPT actor that has been active at least since 2015 , predominantly targeting Indian government organizations . According to our telemetry , Danti has also been actively hitting targets in Kazakhstan , Kyrgyzstan , Uzbekistan , Myanmar , Nepal and the Philippines . "
"Russia Hacks Bellingcat MH17 Investigation _ ThreatConnect","hasattacklocation","CyberBerkut","PERSON","Ukraine","GPE","In this scenario , the spearphishing campaigns conducted by FANCY BEAR are distinct in purpose and perpetrator from the CyberBerkut attack against Leviev . The spearphishing campaigns are more focused on Bellingcatâ€ ™ s coverage of the MH17 shootdown and involvement in the JIT investigation . CyberBerkut targets Leviev separately after his coverage of Russian military involvement in eastern Ukraine with some assistance from supportive friends in Moscow to compromise his "
"rpt-china-espionage","hasattacklocation","Tsai","PERSON","China","GPE","Power â€We hope Tsai can lead the DPP out of the hallucinations of Taiwan independence , and contribute to the peaceful and common development between Taiwan and the mainland.â€24 Editorial published in the Global Times , state - run paper . â€There is only one China in the World , the mainland and Taiwan both belong to one China and Chinaâ€ ™ s sovereignty and territorial integrity will not brook being broken up . "
"rpt-china-espionage","hasattacklocation","Obama","PERSON","CHINA","GPE","Although China warned that the move â€jeopardizes China- U.S. cooperation , â€ the Department of Justice indicted another Chinese national , Su Bin , the following August for allegedly orchestrating a cyber - enabled economic espionage operation targeting U.S. defense companies.34 35 In 2015 , President Obama authorized the sanctioning of individuals or entities involved in cyber activities that pose â€a significant threat to the national security , foreign policy , or economic health or financial stability of the United States.â€36 Later that year , news reports emerged claiming that the Obama administration had begun preparing a set of unprecedented economic sanctions against Chinese individuals and companies.37 32 http://www.wsj.com/articles/SB10001424052702304422704579571604060696532 33 http://www.nytimes.com/2014/05/20/us/us-to-charge-chinese-workers-with-cyberspying.html 34 http://www.nytimes.com/2014/05/20/us/us-to-charge-chinese-workers-with-cyberspying.html 35 https://www.fbi.gov/losangeles/press-releases/2014/los-angeles-grand-jury-indicts-chinese-national-in-computer-hacking-scheme-allegedly-involving-theft-of-trade-secrets 36 https://www.whitehouse.gov/the-press-office/2015/04/01/executive-order-blocking-property-certain-persons-engaging-significant-m 37 https://www.washingtonpost.com/world/national-security/administration-developing-sanctions-against-china-over-cyberespionage/2015/08/30/9b2910aa-480b-11e5-8ab4-c73967a143d3_story.html SPECIAL REPORT / RED LINE DRAWN : CHINA RECALCULATES "
"poseidon-group-a-targeted-attack-boutique-specializing-in-global-cyber-espionage","hasattacktime","Poseidon","PERSON","so  many  years","DATE","Poseidon threat remained undetected for so many years ? "
"Russia Hacks Bellingcat MH17 Investigation _ ThreatConnect","hasattacklocation","Leviev","PERSON","Russia","GPE","Leviev when the initial spearphishing campaign failed to yield the desired results . Leviev is targeted more aggressively as a means to get at Bellingcat and since he lives in Russia , state actors would have additional tools in their kit to intercept his SMS two - factor authentication messages or gain direct access to Yandexâ€ ™ s mail servers . "
"proofpoint-threat-insight-carbanak-group-en","hasproduct","Microsoft","ORG","Word","PRODUCT","The email contained a URL to a Microsoft Word document hosted on a compromised site churchmanarts[.]com . "
"the-curious-case-of-an-unknown-trojan-targeting-german-speaking-users","hasattacklocation","DELoader","PERSON","Germany","GPE","Earlier , we showed that the geolocations of DELoader victims were concentrated in Germany and Austria . "
"TrendLabs Security Intelligence BlogBLACKGEAR Espionage Campaign Evolves, Adds Japan To Target List - TrendLabs Security Intelligence Blog","hasattacklocation","BLACKGEAR","ORG","Japan","GPE","Like most campaigns , BLACKGEAR has evolved over time . Our research indicates that it has started targeting Japanese users . Two things led us to this conclusion : first , the fake documents that are used as part of its infection routines are now in Japanese . Secondly , it is now using blogging sites and microblogging services based in Japan for its C&C activity . "
"rise-telebots-analyzing-disruptive-killdisk-attacks","hasproduct","Microsoft","ORG","Excel","PRODUCT","Infection vector As with campaigns attributed to BlackEnergy group the attackers used spearphishing emails with Microsoft Excel documents attached that contain malicious macros as an initial infection vector . "
"shifting-tactics","hasproduct","Google","ORG","Gmail","PRODUCT","Google Gmail login page ( see Figure 2 ) . "
"scarlet-mimic-years-long-espionage-targets-minority-activists","hasattacklocation","Scarlet  Mimic","ORG","China","GPE","The attacks we attribute to Scarlet Mimic have primarily targeted Uyghur and Tibetan activists as well as those who are interested in their causes . Both the Tibetan community and the Uyghurs , a Turkic Muslim minority residing primarily in northwest China , have been targets of multiple sophisticated attacks in the past decade . "
"2016_005_001_454247","hasproduct","Microsoft","ORG","Windows","PRODUCT","Unknown 0.0.0.8 Unknown 0.0.0.9 Microsoft Windows ( Vista or later ) "
"prince-of-persia-infy-malware-active-in-decade-of-targeted-attacks","hasproduct","Google  Chrome","ORG","Firefox","PRODUCT","( from Microsoft Edge , Internet Explorer , Google Chrome , Opera , and Firefox ) . "
"suckfly-revealing-secret-life-your-code-signing-certificates","hasattacklocation","Black  Vine","ORG","China","GPE","Other cyberespionage groups , including Black Vine and Hidden Lynx , have also used stolen certificates in their campaigns . InApril 2013 , a third - party vendor published a report about a cyberespionage group using custom malware and stolen certificates in their operations . The report documented an advanced threat group they attributed to China . "
"be2-extraordinary-plugins-siemens-targeting-dev-fails","hasproduct","Google  Plus","ORG","Windows","PRODUCT","This plugin implements the standard Windows HTTP services to interact with Google Plus over https , seeking to find a png file . "
"be2-extraordinary-plugins-siemens-targeting-dev-fails","hasproduct","Google  Plus","ORG","Google  Plus","PRODUCT","the abused service is Google Plus . This plugin implements the standard Windows HTTP services to interact with Google Plus over https , seeking to find a png file . "
"blackenergy-apt-attacks-in-ukraine-employ-spearphishing-with-word-documents","hasproduct","PowerPoint","ORG","Word","PRODUCT","This also includes Word , as shown here and alerted by ICS - CERT and PowerPoint , as previously mentioned by "
"Right_Sector","hasattacklocation","Tarasenko","PERSON","Ukraine","GPE","Tarasenko has stated that the group has no "" phobias "" , that it respects every other nation , and that it supports the nation state model.[106 ] Some Ukrainians in southern and eastern Ukraine view "
"strider-cyberespionage-group-turns-eye-sauron-targets","hasattacklocation","Strider","ORG","Belgium","GPE","Strider has been conducting cyberespionage - style attacks against selected targets in Russia , China , Sweden , and Belgium . "
"Right_Sector","hasattacklocation","Ukrayinska  Pravda","PERSON","Ukraine","GPE","Ukrayinska Pravda ( in Ukrainian ) . 27 February 2014 . "" Leaders of the â€˜Right Sectorâ€ ™ assured the Israeli ambassador Reuven El Din that its ideology rejects all manifestations of chauvinism and xenophobia . "" 53 . ^ "" Meeting of Reuven Din El with Dmytro Yarosh "" . Embassy of Israel in Ukraine ( in Ukrainian ) . "
"unit42-prince-of-persia-game-over","hasattacktime","C2","ORG","Mid-June","DATE","Mid - June , through cooperation with the parties responsible for the C2 domains and law enforcement , we were able to get the remaining C2 domains null - routed and the directly - IPaddressed server disabled . "
"tropic-trooper-targets-taiwanese","hasproduct","Microsoft","ORG","Word","PRODUCT","Microsoft Word vulnerabilities being exploited by multiple threat actors . "
"be2-custom-plugins-router-abuse-and-target-profiles","hasattacklocation","BlackEnergy2","ORG","India","GPE","BlackEnergy2 targets and victims in the following countries starting in late 2013 . There are likely more victims . Russia Ukraine Poland Lithuania Belarus Azerbaijan Kyrgyzstan Kazakhstan Iran Israel Turkey Libya Kuwait Taiwan Vietnam India Croatia Germany Belgium "
"Russia Hacks Bellingcat MH17 Investigation _ ThreatConnect","hasattacklocation","Bellingcat","ORG","Russia","GPE","Leviev is targeted more aggressively as a means to get at Bellingcat and since he lives in Russia , state actors would have additional tools in their kit to intercept his SMS two - factor authentication messages or gain direct access to Yandexâ€ ™ s mail servers . "
"unit42-sofacys-komplex-os-x-trojan","hasproduct","Sofacy","ORG","Trojan","PRODUCT","domains that overlapped with previously identified phishing campaign infrastructures associated with the Sofacy group . Komplex is a Trojan that the Sofacy group created to compromise individuals using OS X devices . "
"scarlet-mimic-years-long-espionage-targets-minority-activists","indicates","2","CARDINAL","two","CARDINAL","As you can see from the following two configuration structures , Psylo and FakeM have similar configurations with only the array length of the C2 locations being different . struct psylo_c2_config { char[60 ] struct fakem_customssl_c2_config c2_host_1;char[60 ] c2_host_2;char[60 ] { char[64 ] c2_host_1;char[64 ] c2_host_3;DWORD c2_host_2;char[64 ] c2_host_3;DWORD c2_port_1;DWORD c2_port_2;DWORD "
"scarlet-mimic-years-long-espionage-targets-minority-activists","indicates","60","CARDINAL","two","CARDINAL","As you can see from the following two configuration structures , Psylo and FakeM have similar configurations with only the array length of the C2 locations being different . struct psylo_c2_config { char[60 ] struct fakem_customssl_c2_config c2_host_1;char[60 ] c2_host_2;char[60 ] { char[64 ] c2_host_1;char[64 ] c2_host_3;DWORD c2_host_2;char[64 ] c2_host_3;DWORD c2_port_1;DWORD c2_port_2;DWORD "
"suckfly-revealing-secret-life-your-code-signing-certificates","hasproduct","Microsoft","ORG","Windows","PRODUCT","Specifically , the threat group used a specially crafted web page to deliver an exploit for the Microsoft Windows OLE Remote Code Execution Vulnerability ( CVE-2014 - 6332 ) , which affects specific versions of Microsoft Windows . "
"blackenergy-apt-attacks-in-ukraine-employ-spearphishing-with-word-documents","hasproduct","BlackEnergy","ORG","Excel","PRODUCT","BlackEnergy in Ukraine has been Excel documents with macros which drop the trojan to disk if the user chooses to run the script in the document . "
"proofpoint-threat-insight-carbanak-group-en","hasproduct","Microsoft","ORG","JScript","PRODUCT","This payload is a downloader ( MSIL / JScript ) , a MSIL packed executable ( PE ) that utilizes the Microsoft JScript library to retrieve the hardcoded HTTP location ( Figure 4 ) and then executes the downloaded payload using WScript . Shell . "
"scarlet-mimic-years-long-espionage-targets-minority-activists","hasproduct","Android","ORG","Trojan","PRODUCT","In 2013 , they identified an Android Trojan that was also targeting these groups . "
"scarlet-mimic-years-long-espionage-targets-minority-activists","indicates","1","CARDINAL","two","CARDINAL","As you can see from the following two configuration structures , Psylo and FakeM have similar configurations with only the array length of the C2 locations being different . struct psylo_c2_config { char[60 ] struct fakem_customssl_c2_config c2_host_1;char[60 ] c2_host_2;char[60 ] { char[64 ] c2_host_1;char[64 ] c2_host_3;DWORD c2_host_2;char[64 ] c2_host_3;DWORD c2_port_1;DWORD c2_port_2;DWORD "
"scarlet-mimic-years-long-espionage-targets-minority-activists","indicates","60","CARDINAL","two","CARDINAL","As you can see from the following two configuration structures , Psylo and FakeM have similar configurations with only the array length of the C2 locations being different . struct psylo_c2_config { char[60 ] struct fakem_customssl_c2_config c2_host_1;char[60 ] c2_host_2;char[60 ] { char[64 ] c2_host_1;char[64 ] c2_host_3;DWORD c2_host_2;char[64 ] c2_host_3;DWORD c2_port_1;DWORD c2_port_2;DWORD "
"strider-cyberespionage-group-turns-eye-sauron-targets","hasattacklocation","Strider","ORG","Sweden","GPE","Strider has been highly selective in its choice of targets and , to date , Symantec has found evidence of infections in 36 computers across seven separate organizations . The groupâ€ ™ s targets include a number of organizations and individuals located in Russia , an airline in China , an organization in Sweden , and an embassy in Belgium . "
"TA_Fidelis_Turbo_1602_0","hasproduct","Derusbi","ORG","Linux","PRODUCT","The use of Derusbi and the Turbo Linux kernel module in this campaign reveal considerable sophistication . "
"Bears in the Midst_ Intrusion into the Democratic National Committee »","hasattacklocation","Sofacy","ORG","China","GPE","An HTTP protocol with encrypted payload is used for the Command & Control communication . FANCY BEAR ( also known as Sofacy or APT 28 ) is a separate Russian- based threat actor , which has been active since mid 2000s , and has been responsible for targeted intrusion campaigns against the Aerospace , Defense , Energy , Government and Media sectors . Their victims have been identified in the United States , Western Europe , Brazil , Canada , China , Georgia , Iran , Japan , Malaysia and South Korea . "
"Unveiling-Patchwork","indicates","19:00 - 22:00 UTC","TIME","Second","ORDINAL","Similarly , the time zones shaded within the â€Second stretch of workâ€ area are representative of the areas of the world in which 19:00 - 22:00 UTC falls within the work day . "
"cve-2015-2545-overview-of-current-threats","hasattacklocation","Danti","PERSON","Myanmar","GPE","Danti ( Kaspersky Labâ€ ™ s internal name ) is anAPT actor that has been active at least since 2015 , predominantly targeting Indian government organizations . According to our telemetry , Danti has also been actively hitting targets in Kazakhstan , Kyrgyzstan , Uzbekistan , Myanmar , Nepal and the Philippines . "
"the-oilrig-campaign-attacks-on-saudi-arabian-organizations-deliver-helminth-backdoor","hasproduct","the  HerHer  Trojan     Figure  5  Fake  Troubleshooting  Utility  Displayed","ORG","Excel","PRODUCT","The fake troubleshooting utility fits the service provider social engineering theme as seen in the decoy contents displayed in the Clayslide Excel spreadsheets . Figure 4 Fake Error Prompt Displayed by the HerHer Trojan Figure 5 Fake Troubleshooting Utility Displayed by the HerHer "
"Between Hong Kong and Burma_ Tracking UP007 and SLServer Espionage Campaigns - The Citizen Lab","hasattacklocation","ASERT","ORG","Thailand","GPE","The recent detailed reporting by ASERT makes it clear that the UP007 malware family has been found in previous campaigns targeting Burmese interests . In addition , the campaigns share some C2 infrastructure with previous operations against targets in Thailand and the Tibetan community . "
"unit42-tracking-elirks-variants-in-japan-similarities-to-previous-attacks","hasattacklocation","FakeM","ORG","Taiwan","GPE","Anna Lough on June 25 , 2016 MOREâ† ’ malware primarily used in this series of attacks was FakeM. Our researchers described the threat sharing infrastructure with Elirks in the report . As of this writing , we can note similarities between previously seen Elirks attacks and this recent case in Japan . Spear Phishing Email with PDF attachment Figure 3 shows an email which was sent to a ministry of Taiwan in May 2012 . "
"us-16-Guarnieri-Anderson-Iran-And-The-Soft-War-For-Internet-Dominance-paper","hasattacklocation","Ghambar","PERSON","Iran","GPE","Ghambar might be the successor of TinyZBot , which is one of the artifacts described byCylancein theOperation Cleaver report . Similar to TinyZBot , Ghambar is also developed in C # andit employs thesame SOAPbased command and control protocol . While it is provided with fewer features , Ghambar appears better designed and with Iran and "
"ProjectSauron_ top level cyber-espionage platform covertly extracts encrypted government comms - Securelist","hasproduct","ProjectSauron","ORG","Windows","PRODUCT","ProjectSauron works on all modern Microsoft Windows operating systems "
"potential-sample-of-malware-from-the-ukrainian-cyber-attack-uncovered","hasattacklocation","SANS","ORG","Ukraine","GPE","The SANS ICS team was also passed a sample of malware from trusted sources taken from the impacted network by responders in country . The hash for the malware can also be found on VirusTotal where a user in Ukraine submitted the sample on the 23rd of December . "
"Bears in the Midst_ Intrusion into the Democratic National Committee »","hasattacklocation","Sofacy","ORG","Iran","GPE","An HTTP protocol with encrypted payload is used for the Command & Control communication . FANCY BEAR ( also known as Sofacy or APT 28 ) is a separate Russian- based threat actor , which has been active since mid 2000s , and has been responsible for targeted intrusion campaigns against the Aerospace , Defense , Energy , Government and Media sectors . Their victims have been identified in the United States , Western Europe , Brazil , Canada , China , Georgia , Iran , Japan , Malaysia and South Korea . "
"cve-2015-2545-overview-of-current-threats","hasattacktime","EPS","ORG","March  28th","DATE","The decoy document was created on January 27th , and then modified by adding the EPS exploit on March 28th , right before the attack . "
"strider-cyberespionage-group-turns-eye-sauron-targets","hasattacklocation","Strider","ORG","Belgium","GPE","Strider has been highly selective in its choice of targets and , to date , Symantec has found evidence of infections in 36 computers across seven separate organizations . The groupâ€ ™ s targets include a number of organizations and individuals located in Russia , an airline in China , an organization in Sweden , and an embassy in Belgium . "
"unit42-projectm-link-found-between-pakistani-actor-and-operation-transparent-tribe","hasattacklocation","VirusTotal","ORG","India","GPE","The fact that a payload was hosted on this server leads us to believe the inclusion of the link to a VirusTotal analysis is a social engineering attempt to increase the likelihood a victim would click the links . Figure 12 Use of VirusTotal Report to Increase Likelihood of Victim Clicking Links ProjectM is a threat group conducting targeted attacks on government and military personnel of India . "
"strider-cyberespionage-group-turns-eye-sauron-targets","hasattacklocation","Strider","ORG","Russia","GPE","The groupâ€ ™ s targets include a number of organizations and individuals located in Russia , an airline in China , an organization in Sweden , and an embassy in Belgium . Figure 1 . Only a small number of organizations in four countries are impacted by Strider Stealthy back door The Remsec malware used by Strider has a modular design . "
"ukraine-report-when-the-lights-went-out","hasproduct","Windows Live","ORG","Remote  Desktop","PRODUCT","email client , Mozilla password manager , Google Chrome password manager , Outlook and Outlook Express , Internet Explorer , and Windows Credential Store , including credentials for Windows Live messenger services , Remote Desktop , and WinINET.313 "
"cf006cb4-316e-11e6-8ff7-7b6c1998b7a0_story.html","hasattacklocation","Clinton","PERSON","China","GPE","[ Debbie Wasserman Schultzâ€ ™ s WorstWeek in Washington ] Clinton called the intrusion â€troublingâ€ in an interview with Telemundo . She also said , â€So far as we know , my campaign has not been hacked into , â€ and added that cybersecurity is an issue that she â€will be absolutely focused onâ€ if she becomes president . â€Because whether itâ€ ™ s Russia , or China , Iran or North Korea , more and more countries are using hacking to steal our information , to use it to their advantage , â€ "
"scarlet-mimic-years-long-espionage-targets-minority-activists","hasproduct","FakeM","ORG","SSL","PRODUCT","c2_port_1;DWORD c2_port_2;DWORD c2_port_3 ; } ; c2_port_3 ; } ; Figure 15 : Comparison between Psylo and FakeM custom SSL configurations Both use SSL to communicate with their C2 servers , and it appears they share common code to carry out the Diffie Hellman key exchange . "
"unit42-tracking-elirks-variants-in-japan-similarities-to-previous-attacks","hasattacklocation","Masquerade","ORG","Taiwan","GPE","Masquerade as an existing aviation bank in Taiwan company in Japan Email Recipient Representative email address "
"ukraine-report-when-the-lights-went-out","hasattacktime","the Cyber Attack","WORK_OF_ART","March 3, 2016","DATE","Robert M. Lee , Michael J. Assante , and Tim Conway , â€Analysis of the Cyber Attack on the Ukrainian Power Grid Defense Use Case , â€ SANS Institute and Electricity Information Sharing and Analysis Center , March 18 , 2016 , accessed July 12 , 2016 , hxxps://ics.sans.org/media/E-ISAC_SANS_Ukraine_DUC_5.pdf . 122 . Ibid . 123 . Kim Zetter , â€Inside the Cunning Unprecedented Hack of Ukraineâ€ ™ s Power Grid , â€ Wired , March 3 , 2016 , accessed July 13 , 2016 , hxxps://www.wired.com/2016/03/inside-cunning-unprecedented-hack-ukraines-power-grid/. 124 . "
"The-ProjectSauron-APT_research_KL","hasproduct","ProjectSauron","ORG","Windows","PRODUCT","ProjectSauron works on all modern Microsoft Windows operating systems - both x64 and x86 . "
"scarlet-mimic-years-long-espionage-targets-minority-activists","hasattacktime","FakeM","PERSON","2013","DATE","We have identified two subsequent variants of the FakeM family , which has undergone significant changes since it was exposed in 2013 . "
"rmsxden20160721","indicates","Chrome","PRODUCT","two","CARDINAL","Each module is composed of two versions to be compliant with 32 - bit and 64 - bit system . Modul e name Functionality zcore Master program zulib API function encapsulation plgcmd O btain s ystem i nfo , screenshots , startup / end progress plgcomm Communication plginput Mouse and keyboard logging plgurl M onitor the content in web browser â€ ™ s ( IE , FireFox , Chrome ) address bar plgskype Save and pass back Skype chatting history , screenshots and audio records plgavbug Monitor through camera and microphone , send back the records plgusrstl S teal user information , including acc ount name & password , search h istory , cookies , Pidgin ( IM software ) account plgfsflt M onitor and pass back data of specific file types like doc , docx , ppt , pptx , xls , xlsx , odf , txt , pdf , rtf , jpg , jpeg , gif , png W hen the master program Zcore is started , it decrypts the configurati on file under installation "
"The-ProjectSauron-APT_research_KL","hasattacklocation","ProjectSauron","ORG","Netherlands","GPE","We collected 28 domains linked to 11 IPs located in the United States and several European countries that might be connected to ProjectSauron campaigns . IP ISP 104.131.61.33 Digital Ocean , Inc. , US 176.9.242.188 Closco Ltd , Germany 185.78.64.121 MM ONE Group Srl , Italy 192.195.77.59 1&1 Internet Inc. , US 216.250.114.149 1&1 Internet Inc. , US 217.160.176.157 1&1 Internet AG , Germany 37.252.125.88 Tilaa , The Netherlands 54.209.129.218 Amazon AWS , US 66.228.52.133 Linode , US 81.4.108.168 "
"2016_005_001_454247","hasproduct","Diamond","ORG","Modelâ","PRODUCT","The Diamond Modelâ€ ™ s use of tuples complements SiLKâ€ ™ s use of 5 - tuples for capturing network flow metadata , facilitating the integration of this information when generating event data . "
"us-16-Guarnieri-Anderson-Iran-And-The-Soft-War-For-Internet-Dominance-paper","hasattacklocation","Telegram","ORG","Iran","GPE","Moreover , while Telegram has grown popular in Iran in partdue to their claims of "
"Right_Sector","hasattacklocation","Yarosh","PERSON","Ukraine","GPE","Ukrai Contemporary situation [ edit ] Yarosh resigned as Right Sector leader on 11 November 2015 . [ 31 ] Late December 2015 he announced that he was forming a new political party that would start in February 2016.[87 ] Paramilitary operations [ edit ] Right Sector seized military weaponry from an Interior Ministry arsenal in western Ukraine , near Lviv , towards the end of the Maidan revolution . "
"cf006cb4-316e-11e6-8ff7-7b6c1998b7a0_story.html","hasattacklocation","Clinton","PERSON","Iran","GPE","[ Debbie Wasserman Schultzâ€ ™ s WorstWeek in Washington ] Clinton called the intrusion â€troublingâ€ in an interview with Telemundo . She also said , â€So far as we know , my campaign has not been hacked into , â€ and added that cybersecurity is an issue that she â€will be absolutely focused onâ€ if she becomes president . â€Because whether itâ€ ™ s Russia , or China , Iran or North Korea , more and more countries are using hacking to steal our information , to use it to their advantage , â€ "
"ukraine-report-when-the-lights-went-out","hasattacktime","the Cyber Attack","WORK_OF_ART","March 18, 2016","DATE","Robert M. Lee , Michael J. Assante , and Tim Conway , â€Analysis of the Cyber Attack on the Ukrainian Power Grid Defense Use Case , â€ SANS Institute and Electricity Information Sharing and Analysis Center , March 18 , 2016 , accessed July 12 , 2016 , hxxps://ics.sans.org/media/E-ISAC_SANS_Ukraine_DUC_5.pdf . "
"APT-C-03-en","hasproduct","OnionDog","ORG","Trojans","PRODUCT","Judging from the time slot between malware comp ile dates and ending dates , we concluded that the average survival time of the OnionDog Trojans should be 15 days . "
"Russia Hacks Bellingcat MH17 Investigation _ ThreatConnect","hasattacklocation","Leviev","PERSON","Ukraine","GPE","In this scenario , the spearphishing campaigns conducted by FANCY BEAR are distinct in purpose and perpetrator from the CyberBerkut attack against Leviev . The spearphishing campaigns are more focused on Bellingcatâ€ ™ s coverage of the MH17 shootdown and involvement in the JIT investigation . CyberBerkut targets Leviev separately after his coverage of Russian military involvement in eastern Ukraine with some assistance from supportive friends in Moscow to compromise his "
"cve-2015-2545-overview-of-current-threats","hasattacklocation","Danti","PERSON","Kyrgyzstan","GPE","Danti ( Kaspersky Labâ€ ™ s internal name ) is anAPT actor that has been active at least since 2015 , predominantly targeting Indian government organizations . According to our telemetry , Danti has also been actively hitting targets in Kazakhstan , Kyrgyzstan , Uzbekistan , Myanmar , Nepal and the Philippines . "
"cf006cb4-316e-11e6-8ff7-7b6c1998b7a0_story.html","hasattacklocation","DNC","ORG","Russia","GPE","the DNC breach and a former head of the FBIâ€ ™ s cyber division . He noted that it is extremely difficult for a civilian organization to protect itself from a skilled and determined state such as Russia . "
